State,Month,Year,stateBirths,StateName
26,11,1998,5911,Michigan
26,12,1998,6219,Michigan
27,1,1998,815,Minnesota
27,2,1998,825,Minnesota
27,3,1998,933,Minnesota
27,4,1998,938,Minnesota
27,5,1998,960,Minnesota
27,6,1998,908,Minnesota
27,7,1998,965,Minnesota
27,8,1998,975,Minnesota
27,9,1998,885,Minnesota
27,10,1998,825,Minnesota
27,11,1998,836,Minnesota
27,12,1998,930,Minnesota
28,1,1998,1834,Mississippi
28,2,1998,1789,Mississippi
28,3,1998,1987,Mississippi
28,4,1998,1982,Mississippi
28,5,1998,2036,Mississippi
28,6,1998,2007,Mississippi
28,7,1998,2104,Mississippi
28,8,1998,1993,Mississippi
28,9,1998,1970,Mississippi
28,10,1998,1941,Mississippi
28,11,1998,1849,Mississippi
28,12,1998,2042,Mississippi
29,1,1998,2247,Missouri
29,2,1998,2172,Missouri
29,3,1998,2405,Missouri
29,4,1998,2325,Missouri
29,5,1998,2326,Missouri
29,6,1998,2319,Missouri
29,7,1998,2552,Missouri
29,8,1998,2575,Missouri
29,9,1998,2476,Missouri
29,10,1998,2489,Missouri
29,11,1998,2315,Missouri
29,12,1998,2498,Missouri
30,1,1998,1081,Montana
30,2,1998,1024,Montana
30,3,1998,1238,Montana
30,4,1998,1207,Montana
30,5,1998,1282,Montana
30,6,1998,1296,Montana
30,7,1998,1312,Montana
30,8,1998,1319,Montana
30,9,1998,1259,Montana
30,10,1998,1191,Montana
30,11,1998,1096,Montana
30,12,1998,1124,Montana
31,1,1998,9069,Nebraska
31,2,1998,8505,Nebraska
31,3,1998,9739,Nebraska
31,4,1998,9251,Nebraska
31,5,1998,9852,Nebraska
31,6,1998,9692,Nebraska
31,7,1998,10378,Nebraska
31,8,1998,10018,Nebraska
31,9,1998,9922,Nebraska
31,10,1998,9570,Nebraska
31,11,1998,9154,Nebraska
31,12,1998,9400,Nebraska
32,1,1998,2214,Nevada
32,2,1998,2043,Nevada
32,3,1998,2255,Nevada
32,4,1998,2251,Nevada
32,5,1998,2278,Nevada
32,6,1998,2241,Nevada
32,7,1998,2477,Nevada
32,8,1998,2422,Nevada
32,9,1998,2300,Nevada
32,10,1998,2354,Nevada
32,11,1998,2215,Nevada
32,12,1998,2268,Nevada
33,1,1998,20940,New Hampshire
33,2,1998,19581,New Hampshire
33,3,1998,21814,New Hampshire
33,4,1998,21476,New Hampshire
33,5,1998,22461,New Hampshire
33,6,1998,21909,New Hampshire
33,7,1998,22614,New Hampshire
33,8,1998,22372,New Hampshire
33,9,1998,22155,New Hampshire
33,10,1998,21481,New Hampshire
33,11,1998,20165,New Hampshire
33,12,1998,21239,New Hampshire
34,1,1998,9092,New Jersey
34,2,1998,8465,New Jersey
34,3,1998,9264,New Jersey
34,4,1998,8862,New Jersey
34,5,1998,8925,New Jersey
34,6,1998,9230,New Jersey
34,7,1998,9991,New Jersey
34,8,1998,9896,New Jersey
34,9,1998,9978,New Jersey
34,10,1998,9374,New Jersey
34,11,1998,9053,New Jersey
34,12,1998,9558,New Jersey
35,1,1998,620,New Mexico
35,2,1998,652,New Mexico
35,3,1998,705,New Mexico
35,4,1998,706,New Mexico
35,5,1998,658,New Mexico
35,6,1998,671,New Mexico
35,7,1998,660,New Mexico
35,8,1998,700,New Mexico
35,9,1998,653,New Mexico
35,10,1998,624,New Mexico
35,11,1998,619,New Mexico
35,12,1998,664,New Mexico
36,1,1998,12226,New York
36,2,1998,11715,New York
36,3,1998,12987,New York
36,4,1998,12610,New York
36,5,1998,13152,New York
36,6,1998,12958,New York
36,7,1998,13761,New York
36,8,1998,13167,New York
36,9,1998,13255,New York
36,10,1998,12737,New York
36,11,1998,11739,New York
36,12,1998,12487,New York
37,1,1998,4097,North Carolina
37,2,1998,3783,North Carolina
37,3,1998,4096,North Carolina
37,4,1998,3922,North Carolina
37,5,1998,4076,North Carolina
37,6,1998,4096,North Carolina
37,7,1998,4420,North Carolina
37,8,1998,4241,North Carolina
37,9,1998,4399,North Carolina
37,10,1998,4146,North Carolina
37,11,1998,3894,North Carolina
37,12,1998,4291,North Carolina
38,1,1998,3723,North Dakota
38,2,1998,3412,North Dakota
38,3,1998,3823,North Dakota
38,4,1998,3837,North Dakota
38,5,1998,3969,North Dakota
38,6,1998,3861,North Dakota
38,7,1998,4013,North Dakota
38,8,1998,3883,North Dakota
38,9,1998,3860,North Dakota
38,10,1998,3702,North Dakota
38,11,1998,3510,North Dakota
38,12,1998,3680,North Dakota
39,1,1998,11546,Ohio
39,2,1998,11418,Ohio
39,3,1998,12483,Ohio
39,4,1998,12177,Ohio
39,5,1998,12718,Ohio
39,6,1998,12477,Ohio
39,7,1998,12852,Ohio
39,8,1998,12538,Ohio
39,9,1998,12461,Ohio
39,10,1998,12037,Ohio
39,11,1998,11320,Ohio
39,12,1998,11872,Ohio
40,1,1998,1005,Oklahoma
40,2,1998,952,Oklahoma
40,3,1998,1049,Oklahoma
40,4,1998,995,Oklahoma
40,5,1998,1122,Oklahoma
40,6,1998,1089,Oklahoma
40,7,1998,1154,Oklahoma
40,8,1998,1140,Oklahoma
40,9,1998,1053,Oklahoma
40,10,1998,1008,Oklahoma
40,11,1998,1016,Oklahoma
40,12,1998,1016,Oklahoma
41,1,1998,4514,Oregon
41,2,1998,4172,Oregon
41,3,1998,4525,Oregon
41,4,1998,4126,Oregon
41,5,1998,4306,Oregon
41,6,1998,4292,Oregon
41,7,1998,4605,Oregon
41,8,1998,4653,Oregon
41,9,1998,4702,Oregon
41,10,1998,4695,Oregon
41,11,1998,4371,Oregon
41,12,1998,4916,Oregon
42,1,1998,793,Pennsylvania
42,2,1998,703,Pennsylvania
42,3,1998,838,Pennsylvania
42,4,1998,925,Pennsylvania
42,5,1998,967,Pennsylvania
42,6,1998,882,Pennsylvania
42,7,1998,925,Pennsylvania
42,8,1998,919,Pennsylvania
42,9,1998,875,Pennsylvania
42,10,1998,821,Pennsylvania
42,11,1998,752,Pennsylvania
42,12,1998,888,Pennsylvania
43,1,1998,6237,
43,2,1998,5931,
43,3,1998,6506,
43,4,1998,6192,
43,5,1998,6298,
43,6,1998,6436,
43,7,1998,6943,
43,8,1998,6679,
43,9,1998,6718,
43,10,1998,6497,
43,11,1998,6297,
43,12,1998,6662,
44,1,1998,28009,Rhode Island
44,2,1998,25618,Rhode Island
44,3,1998,27411,Rhode Island
44,4,1998,26247,Rhode Island
44,5,1998,27203,Rhode Island
44,6,1998,27559,Rhode Island
44,7,1998,30440,Rhode Island
44,8,1998,30613,Rhode Island
44,9,1998,30966,Rhode Island
44,10,1998,29689,Rhode Island
44,11,1998,28258,Rhode Island
44,12,1998,30270,Rhode Island
45,1,1998,3542,South Carolina
45,2,1998,3441,South Carolina
45,3,1998,3828,South Carolina
45,4,1998,3865,South Carolina
45,5,1998,3964,South Carolina
45,6,1998,3903,South Carolina
45,7,1998,4083,South Carolina
45,8,1998,3873,South Carolina
45,9,1998,3868,South Carolina
45,10,1998,3709,South Carolina
45,11,1998,3442,South Carolina
45,12,1998,3647,South Carolina
46,1,1998,467,South Dakota
46,2,1998,480,South Dakota
46,3,1998,545,South Dakota
46,4,1998,599,South Dakota
46,5,1998,653,South Dakota
46,6,1998,568,South Dakota
46,7,1998,604,South Dakota
46,8,1998,549,South Dakota
46,9,1998,533,South Dakota
46,10,1998,569,South Dakota
46,11,1998,482,South Dakota
46,12,1998,533,South Dakota
47,1,1998,7651,Tennessee
47,2,1998,7084,Tennessee
47,3,1998,7945,Tennessee
47,4,1998,7746,Tennessee
47,5,1998,7933,Tennessee
47,6,1998,7980,Tennessee
47,7,1998,8350,Tennessee
47,8,1998,8210,Tennessee
47,9,1998,8304,Tennessee
47,10,1998,7805,Tennessee
47,11,1998,7418,Tennessee
47,12,1998,7925,Tennessee
48,1,1998,6394,Texas
48,2,1998,6036,Texas
48,3,1998,6877,Texas
48,4,1998,6779,Texas
48,5,1998,6957,Texas
48,6,1998,6829,Texas
48,7,1998,7007,Texas
48,8,1998,6924,Texas
48,9,1998,6697,Texas
48,10,1998,6561,Texas
48,11,1998,6084,Texas
48,12,1998,6518,Texas
49,1,1998,1754,Utah
49,2,1998,1626,Utah
49,3,1998,1668,Utah
49,4,1998,1706,Utah
49,5,1998,1729,Utah
49,6,1998,1702,Utah
49,7,1998,1934,Utah
49,8,1998,1861,Utah
49,9,1998,1725,Utah
49,10,1998,1760,Utah
49,11,1998,1568,Utah
49,12,1998,1714,Utah
50,1,1998,5207,Vermont
50,2,1998,5070,Vermont
50,3,1998,5937,Vermont
50,4,1998,5731,Vermont
50,5,1998,5897,Vermont
50,6,1998,5799,Vermont
50,7,1998,6054,Vermont
50,8,1998,5702,Vermont
50,9,1998,5683,Vermont
50,10,1998,5576,Vermont
50,11,1998,5211,Vermont
50,12,1998,5583,Vermont
51,1,1998,507,Virginia
51,2,1998,493,Virginia
51,3,1998,524,Virginia
51,4,1998,497,Virginia
51,5,1998,546,Virginia
51,6,1998,555,Virginia
51,7,1998,553,Virginia
51,8,1998,508,Virginia
51,9,1998,530,Virginia
51,10,1998,571,Virginia
51,11,1998,423,Virginia
51,12,1998,545,Virginia
1,1,1999,5115,Alabama
1,2,1999,4646,Alabama
1,3,1999,5174,Alabama
1,4,1999,4893,Alabama
1,5,1999,4899,Alabama
1,6,1999,5209,Alabama
1,7,1999,5466,Alabama
1,8,1999,5545,Alabama
1,9,1999,5601,Alabama
1,10,1999,5187,Alabama
1,11,1999,4970,Alabama
1,12,1999,5417,Alabama
2,1,1999,778,Alaska
2,2,1999,757,Alaska
2,3,1999,844,Alaska
2,4,1999,842,Alaska
2,5,1999,847,Alaska
2,6,1999,789,Alaska
2,7,1999,875,Alaska
2,8,1999,869,Alaska
2,9,1999,878,Alaska
2,10,1999,836,Alaska
2,11,1999,803,Alaska
2,12,1999,832,Alaska
3,1,1999,6590,
3,2,1999,6142,
3,3,1999,6875,
3,4,1999,6406,
3,5,1999,6372,
3,6,1999,6490,
3,7,1999,7069,
3,8,1999,7162,
3,9,1999,7412,
3,10,1999,7002,
3,11,1999,6617,
3,12,1999,7008,
4,1,1999,3008,Arizona
4,2,1999,2862,Arizona
4,3,1999,3047,Arizona
4,4,1999,2923,Arizona
4,5,1999,2991,Arizona
4,6,1999,2949,Arizona
4,7,1999,3208,Arizona
4,8,1999,3262,Arizona
4,9,1999,3232,Arizona
4,10,1999,3154,Arizona
4,11,1999,2947,Arizona
4,12,1999,3146,Arizona
5,1,1999,42235,Arkansas
5,2,1999,39147,Arkansas
5,3,1999,43774,Arkansas
5,4,1999,41238,Arkansas
5,5,1999,41904,Arkansas
5,6,1999,42494,Arkansas
5,7,1999,45524,Arkansas
5,8,1999,46545,Arkansas
5,9,1999,46326,Arkansas
5,10,1999,43959,Arkansas
5,11,1999,41648,Arkansas
5,12,1999,43714,Arkansas
6,1,1999,4842,California
6,2,1999,4590,California
6,3,1999,5211,California
6,4,1999,5128,California
6,5,1999,5319,California
6,6,1999,5276,California
6,7,1999,5491,California
6,8,1999,5484,California
6,9,1999,5469,California
6,10,1999,5309,California
6,11,1999,4877,California
6,12,1999,5171,California
7,1,1999,3437,
7,2,1999,3331,
7,3,1999,3785,
7,4,1999,3671,
7,5,1999,3819,
7,6,1999,3793,
7,7,1999,3754,
7,8,1999,3716,
7,9,1999,3748,
7,10,1999,3545,
7,11,1999,3290,
7,12,1999,3421,
8,1,1999,844,Colorado
8,2,1999,796,Colorado
8,3,1999,925,Colorado
8,4,1999,864,Colorado
8,5,1999,886,Colorado
8,6,1999,906,Colorado
8,7,1999,934,Colorado
8,8,1999,968,Colorado
8,9,1999,905,Colorado
8,10,1999,917,Colorado
8,11,1999,872,Colorado
8,12,1999,859,Colorado
9,1,1999,691,Connecticut
9,2,1999,556,Connecticut
9,3,1999,631,Connecticut
9,4,1999,607,Connecticut
9,5,1999,598,Connecticut
9,6,1999,626,Connecticut
9,7,1999,661,Connecticut
9,8,1999,668,Connecticut
9,9,1999,627,Connecticut
9,10,1999,620,Connecticut
9,11,1999,570,Connecticut
9,12,1999,667,Connecticut
10,1,1999,16300,Delaware
10,2,1999,14692,Delaware
10,3,1999,16158,Delaware
10,4,1999,15414,Delaware
10,5,1999,15498,Delaware
10,6,1999,15776,Delaware
10,7,1999,16853,Delaware
10,8,1999,17318,Delaware
10,9,1999,17536,Delaware
10,10,1999,16948,Delaware
10,11,1999,16782,Delaware
10,12,1999,17748,Delaware
11,1,1999,10298,District Of Columbia
11,2,1999,9452,District Of Columbia
11,3,1999,10512,District Of Columbia
11,4,1999,9849,District Of Columbia
11,5,1999,10324,District Of Columbia
11,6,1999,10334,District Of Columbia
11,7,1999,11128,District Of Columbia
11,8,1999,11147,District Of Columbia
11,9,1999,11286,District Of Columbia
11,10,1999,10759,District Of Columbia
11,11,1999,10299,District Of Columbia
11,12,1999,11329,District Of Columbia
12,1,1999,1528,Florida
12,2,1999,1277,Florida
12,3,1999,1445,Florida
12,4,1999,1398,Florida
12,5,1999,1396,Florida
12,6,1999,1385,Florida
12,7,1999,1466,Florida
12,8,1999,1443,Florida
12,9,1999,1453,Florida
12,10,1999,1418,Florida
12,11,1999,1366,Florida
12,12,1999,1463,Florida
13,1,1999,1524,Georgia
13,2,1999,1536,Georgia
13,3,1999,1681,Georgia
13,4,1999,1686,Georgia
13,5,1999,1825,Georgia
13,6,1999,1762,Georgia
13,7,1999,1829,Georgia
13,8,1999,1722,Georgia
13,9,1999,1668,Georgia
13,10,1999,1558,Georgia
13,11,1999,1537,Georgia
13,12,1999,1544,Georgia
14,1,1999,14617,
14,2,1999,13660,
14,3,1999,15202,
14,4,1999,14326,
14,5,1999,15388,
14,6,1999,15324,
14,7,1999,16414,
14,8,1999,16128,
14,9,1999,16042,
14,10,1999,15536,
14,11,1999,14158,
14,12,1999,15273,
15,1,1999,6787,Hawaii
15,2,1999,6473,Hawaii
15,3,1999,7174,Hawaii
15,4,1999,6977,Hawaii
15,5,1999,7297,Hawaii
15,6,1999,7345,Hawaii
15,7,1999,7662,Hawaii
15,8,1999,7713,Hawaii
15,9,1999,7632,Hawaii
15,10,1999,7225,Hawaii
15,11,1999,6637,Hawaii
15,12,1999,7109,Hawaii
16,1,1999,2963,Idaho
16,2,1999,2878,Idaho
16,3,1999,3135,Idaho
16,4,1999,3089,Idaho
16,5,1999,3122,Idaho
16,6,1999,3211,Idaho
16,7,1999,3373,Idaho
16,8,1999,3280,Idaho
16,9,1999,3299,Idaho
16,10,1999,3065,Idaho
16,11,1999,3020,Idaho
16,12,1999,3123,Idaho
17,1,1999,3123,Illinois
17,2,1999,2964,Illinois
17,3,1999,3300,Illinois
17,4,1999,3137,Illinois
17,5,1999,3143,Illinois
17,6,1999,3284,Illinois
17,7,1999,3388,Illinois
17,8,1999,3441,Illinois
17,9,1999,3401,Illinois
17,10,1999,3286,Illinois
17,11,1999,3089,Illinois
17,12,1999,3226,Illinois
18,1,1999,4311,Indiana
18,2,1999,4198,Indiana
18,3,1999,4609,Indiana
18,4,1999,4278,Indiana
18,5,1999,4450,Indiana
18,6,1999,4523,Indiana
18,7,1999,4845,Indiana
18,8,1999,4930,Indiana
18,9,1999,4780,Indiana
18,10,1999,4641,Indiana
18,11,1999,4216,Indiana
18,12,1999,4622,Indiana
19,1,1999,5626,Iowa
19,2,1999,5038,Iowa
19,3,1999,5484,Iowa
19,4,1999,5043,Iowa
19,5,1999,5364,Iowa
19,6,1999,5441,Iowa
19,7,1999,5761,Iowa
19,8,1999,6107,Iowa
19,9,1999,6178,Iowa
19,10,1999,5665,Iowa
19,11,1999,5675,Iowa
19,12,1999,5754,Iowa
20,1,1999,1081,Kansas
20,2,1999,1021,Kansas
20,3,1999,1162,Kansas
20,4,1999,1196,Kansas
20,5,1999,1199,Kansas
20,6,1999,1181,Kansas
20,7,1999,1187,Kansas
20,8,1999,1224,Kansas
20,9,1999,1149,Kansas
20,10,1999,1114,Kansas
20,11,1999,1008,Kansas
20,12,1999,1094,Kansas
21,1,1999,5820,Kentucky
21,2,1999,5373,Kentucky
21,3,1999,6138,Kentucky
21,4,1999,5883,Kentucky
21,5,1999,5922,Kentucky
21,6,1999,6005,Kentucky
21,7,1999,6400,Kentucky
21,8,1999,6391,Kentucky
21,9,1999,6313,Kentucky
21,10,1999,6010,Kentucky
21,11,1999,5665,Kentucky
21,12,1999,6047,Kentucky
22,1,1999,6353,Louisiana
22,2,1999,6003,Louisiana
22,3,1999,6750,Louisiana
22,4,1999,6663,Louisiana
22,5,1999,7179,Louisiana
22,6,1999,7047,Louisiana
22,7,1999,7283,Louisiana
22,8,1999,7181,Louisiana
22,9,1999,6966,Louisiana
22,10,1999,6633,Louisiana
22,11,1999,6273,Louisiana
22,12,1999,6608,Louisiana
23,1,1999,10670,Maine
23,2,1999,10118,Maine
23,3,1999,11379,Maine
23,4,1999,11109,Maine
23,5,1999,11351,Maine
23,6,1999,11464,Maine
23,7,1999,12035,Maine
23,8,1999,11904,Maine
23,9,1999,11475,Maine
23,10,1999,11298,Maine
23,11,1999,10273,Maine
23,12,1999,10531,Maine
24,1,1999,4990,Maryland
24,2,1999,4990,Maryland
24,3,1999,5660,Maryland
24,4,1999,5603,Maryland
24,5,1999,5766,Maryland
24,6,1999,5847,Maryland
24,7,1999,5873,Maryland
24,8,1999,5725,Maryland
24,9,1999,5660,Maryland
24,10,1999,5448,Maryland
24,11,1999,5115,Maryland
24,12,1999,5293,Maryland
25,1,1999,3519,Massachusetts
25,2,1999,3142,Massachusetts
25,3,1999,3454,Massachusetts
25,4,1999,3113,Massachusetts
25,5,1999,3275,Massachusetts
25,6,1999,3537,Massachusetts
25,7,1999,3797,Massachusetts
25,8,1999,3888,Massachusetts
25,9,1999,3854,Massachusetts
25,10,1999,3644,Massachusetts
25,11,1999,3548,Massachusetts
25,12,1999,3913,Massachusetts
26,1,1999,6084,Michigan
26,2,1999,5647,Michigan
26,3,1999,6431,Michigan
26,4,1999,6043,Michigan
26,5,1999,6121,Michigan
26,6,1999,6483,Michigan
26,7,1999,6663,Michigan
26,8,1999,6512,Michigan
26,9,1999,6903,Michigan
26,10,1999,6371,Michigan
26,11,1999,5933,Michigan
26,12,1999,6241,Michigan
27,1,1999,800,Minnesota
27,2,1999,870,Minnesota
27,3,1999,961,Minnesota
27,4,1999,873,Minnesota
27,5,1999,939,Minnesota
27,6,1999,942,Minnesota
27,7,1999,992,Minnesota
27,8,1999,969,Minnesota
27,9,1999,928,Minnesota
27,10,1999,796,Minnesota
27,11,1999,823,Minnesota
27,12,1999,892,Minnesota
28,1,1999,1844,Mississippi
28,2,1999,1908,Mississippi
28,3,1999,2136,Mississippi
28,4,1999,1854,Mississippi
28,5,1999,1957,Mississippi
28,6,1999,2065,Mississippi
28,7,1999,2197,Mississippi
28,8,1999,2051,Mississippi
28,9,1999,2081,Mississippi
28,10,1999,1979,Mississippi
28,11,1999,1882,Mississippi
28,12,1999,1953,Mississippi
29,1,1999,2278,Missouri
29,2,1999,2287,Missouri
29,3,1999,2479,Missouri
29,4,1999,2315,Missouri
29,5,1999,2369,Missouri
29,6,1999,2432,Missouri
29,7,1999,2643,Missouri
29,8,1999,2583,Missouri
29,9,1999,2611,Missouri
29,10,1999,2537,Missouri
29,11,1999,2347,Missouri
29,12,1999,2481,Missouri
30,1,1999,1121,Montana
30,2,1999,1020,Montana
30,3,1999,1206,Montana
30,4,1999,1219,Montana
30,5,1999,1222,Montana
30,6,1999,1240,Montana
30,7,1999,1299,Montana
30,8,1999,1300,Montana
30,9,1999,1173,Montana
30,10,1999,1167,Montana
30,11,1999,1048,Montana
30,12,1999,1026,Montana
31,1,1999,9083,Nebraska
31,2,1999,8317,Nebraska
31,3,1999,9799,Nebraska
31,4,1999,9028,Nebraska
31,5,1999,9956,Nebraska
31,6,1999,9859,Nebraska
31,7,1999,10149,Nebraska
31,8,1999,10119,Nebraska
31,9,1999,10075,Nebraska
31,10,1999,9358,Nebraska
31,11,1999,8936,Nebraska
31,12,1999,9426,Nebraska
32,1,1999,2311,Nevada
32,2,1999,1988,Nevada
32,3,1999,2309,Nevada
32,4,1999,2216,Nevada
32,5,1999,2306,Nevada
32,6,1999,2248,Nevada
32,7,1999,2442,Nevada
32,8,1999,2251,Nevada
32,9,1999,2352,Nevada
32,10,1999,2368,Nevada
32,11,1999,2109,Nevada
32,12,1999,2291,Nevada
33,1,1999,20843,New Hampshire
33,2,1999,18965,New Hampshire
33,3,1999,21348,New Hampshire
33,4,1999,20794,New Hampshire
33,5,1999,21955,New Hampshire
33,6,1999,21704,New Hampshire
33,7,1999,22634,New Hampshire
33,8,1999,22590,New Hampshire
33,9,1999,21796,New Hampshire
33,10,1999,21282,New Hampshire
33,11,1999,20122,New Hampshire
33,12,1999,21579,New Hampshire
34,1,1999,9324,New Jersey
34,2,1999,8482,New Jersey
34,3,1999,9540,New Jersey
34,4,1999,8964,New Jersey
34,5,1999,9349,New Jersey
34,6,1999,9320,New Jersey
34,7,1999,9862,New Jersey
34,8,1999,10199,New Jersey
34,9,1999,10102,New Jersey
34,10,1999,9651,New Jersey
34,11,1999,9189,New Jersey
34,12,1999,9813,New Jersey
35,1,1999,619,New Mexico
35,2,1999,568,New Mexico
35,3,1999,713,New Mexico
35,4,1999,666,New Mexico
35,5,1999,602,New Mexico
35,6,1999,656,New Mexico
35,7,1999,706,New Mexico
35,8,1999,664,New Mexico
35,9,1999,643,New Mexico
35,10,1999,620,New Mexico
35,11,1999,594,New Mexico
35,12,1999,588,New Mexico
36,1,1999,12084,New York
36,2,1999,11627,New York
36,3,1999,13089,New York
36,4,1999,12384,New York
36,5,1999,12881,New York
36,6,1999,13081,New York
36,7,1999,13588,New York
36,8,1999,13385,New York
36,9,1999,13417,New York
36,10,1999,12695,New York
36,11,1999,11759,New York
36,12,1999,12594,New York
37,1,1999,4010,North Carolina
37,2,1999,3662,North Carolina
37,3,1999,4140,North Carolina
37,4,1999,3811,North Carolina
37,5,1999,3892,North Carolina
37,6,1999,4120,North Carolina
37,7,1999,4417,North Carolina
37,8,1999,4316,North Carolina
37,9,1999,4397,North Carolina
37,10,1999,4170,North Carolina
37,11,1999,3913,North Carolina
37,12,1999,4162,North Carolina
38,1,1999,3537,North Dakota
38,2,1999,3436,North Dakota
38,3,1999,3850,North Dakota
38,4,1999,3840,North Dakota
38,5,1999,4025,North Dakota
38,6,1999,3898,North Dakota
38,7,1999,4051,North Dakota
38,8,1999,3937,North Dakota
38,9,1999,3880,North Dakota
38,10,1999,3604,North Dakota
38,11,1999,3570,North Dakota
38,12,1999,3576,North Dakota
39,1,1999,11596,Ohio
39,2,1999,10935,Ohio
39,3,1999,12253,Ohio
39,4,1999,11863,Ohio
39,5,1999,12314,Ohio
39,6,1999,12421,Ohio
39,7,1999,13043,Ohio
39,8,1999,13051,Ohio
39,9,1999,12798,Ohio
39,10,1999,12002,Ohio
39,11,1999,11344,Ohio
39,12,1999,11727,Ohio
40,1,1999,1077,Oklahoma
40,2,1999,938,Oklahoma
40,3,1999,1073,Oklahoma
40,4,1999,997,Oklahoma
40,5,1999,1053,Oklahoma
40,6,1999,1036,Oklahoma
40,7,1999,1104,Oklahoma
40,8,1999,1070,Oklahoma
40,9,1999,1104,Oklahoma
40,10,1999,946,Oklahoma
40,11,1999,995,Oklahoma
40,12,1999,973,Oklahoma
41,1,1999,4375,Oregon
41,2,1999,4169,Oregon
41,3,1999,4517,Oregon
41,4,1999,4248,Oregon
41,5,1999,4463,Oregon
41,6,1999,4621,Oregon
41,7,1999,4752,Oregon
41,8,1999,4810,Oregon
41,9,1999,4812,Oregon
41,10,1999,4736,Oregon
41,11,1999,4625,Oregon
41,12,1999,4820,Oregon
42,1,1999,806,Pennsylvania
42,2,1999,806,Pennsylvania
42,3,1999,880,Pennsylvania
42,4,1999,879,Pennsylvania
42,5,1999,934,Pennsylvania
42,6,1999,907,Pennsylvania
42,7,1999,952,Pennsylvania
42,8,1999,901,Pennsylvania
42,9,1999,962,Pennsylvania
42,10,1999,831,Pennsylvania
42,11,1999,786,Pennsylvania
42,12,1999,880,Pennsylvania
43,1,1999,6308,
43,2,1999,6006,
43,3,1999,6716,
43,4,1999,6091,
43,5,1999,6247,
43,6,1999,6518,
43,7,1999,6741,
43,8,1999,6929,
43,9,1999,7005,
43,10,1999,6394,
43,11,1999,6307,
43,12,1999,6541,
44,1,1999,28658,Rhode Island
44,2,1999,26178,Rhode Island
44,3,1999,28169,Rhode Island
44,4,1999,27050,Rhode Island
44,5,1999,27966,Rhode Island
44,6,1999,28903,Rhode Island
44,7,1999,30541,Rhode Island
44,8,1999,31747,Rhode Island
44,9,1999,31126,Rhode Island
44,10,1999,29923,Rhode Island
44,11,1999,28786,Rhode Island
44,12,1999,30198,Rhode Island
45,1,1999,3518,South Carolina
45,2,1999,3499,South Carolina
45,3,1999,3938,South Carolina
45,4,1999,3829,South Carolina
45,5,1999,4107,South Carolina
45,6,1999,4168,South Carolina
45,7,1999,4128,South Carolina
45,8,1999,4020,South Carolina
45,9,1999,3963,South Carolina
45,10,1999,3731,South Carolina
45,11,1999,3613,South Carolina
45,12,1999,3776,South Carolina
46,1,1999,524,South Dakota
46,2,1999,459,South Dakota
46,3,1999,567,South Dakota
46,4,1999,521,South Dakota
46,5,1999,586,South Dakota
46,6,1999,638,South Dakota
46,7,1999,580,South Dakota
46,8,1999,622,South Dakota
46,9,1999,577,South Dakota
46,10,1999,547,South Dakota
46,11,1999,461,South Dakota
46,12,1999,485,South Dakota
47,1,1999,7493,Tennessee
47,2,1999,6999,Tennessee
47,3,1999,8197,Tennessee
47,4,1999,7675,Tennessee
47,5,1999,7961,Tennessee
47,6,1999,7837,Tennessee
47,7,1999,8346,Tennessee
47,8,1999,8460,Tennessee
47,9,1999,8683,Tennessee
47,10,1999,8132,Tennessee
47,11,1999,7609,Tennessee
47,12,1999,8077,Tennessee
48,1,1999,6378,Texas
48,2,1999,6153,Texas
48,3,1999,6894,Texas
48,4,1999,6623,Texas
48,5,1999,6961,Texas
48,6,1999,6922,Texas
48,7,1999,7219,Texas
48,8,1999,6859,Texas
48,9,1999,6843,Texas
48,10,1999,6531,Texas
48,11,1999,5957,Texas
48,12,1999,6246,Texas
49,1,1999,1676,Utah
49,2,1999,1539,Utah
49,3,1999,1708,Utah
49,4,1999,1662,Utah
49,5,1999,1734,Utah
49,6,1999,1733,Utah
49,7,1999,1843,Utah
49,8,1999,1878,Utah
49,9,1999,1780,Utah
49,10,1999,1724,Utah
49,11,1999,1648,Utah
49,12,1999,1803,Utah
50,1,1999,5324,Vermont
50,2,1999,5008,Vermont
50,3,1999,5943,Vermont
50,4,1999,5622,Vermont
50,5,1999,5969,Vermont
50,6,1999,5880,Vermont
50,7,1999,6078,Vermont
50,8,1999,5887,Vermont
50,9,1999,5976,Vermont
50,10,1999,5643,Vermont
50,11,1999,5177,Vermont
50,12,1999,5701,Vermont
51,1,1999,461,Virginia
51,2,1999,460,Virginia
51,3,1999,574,Virginia
51,4,1999,486,Virginia
51,5,1999,523,Virginia
51,6,1999,571,Virginia
51,7,1999,566,Virginia
51,8,1999,500,Virginia
51,9,1999,532,Virginia
51,10,1999,465,Virginia
51,11,1999,501,Virginia
51,12,1999,490,Virginia
1,1,2000,5211,Alabama
1,2,2000,4921,Alabama
1,3,2000,5277,Alabama
1,4,2000,4751,Alabama
1,5,2000,5235,Alabama
1,6,2000,5236,Alabama
1,7,2000,5490,Alabama
1,8,2000,5736,Alabama
1,9,2000,5394,Alabama
1,10,2000,5505,Alabama
1,11,2000,5299,Alabama
1,12,2000,5244,Alabama
2,1,2000,818,Alaska
2,2,2000,827,Alaska
2,3,2000,883,Alaska
2,4,2000,831,Alaska
2,5,2000,849,Alaska
2,6,2000,791,Alaska
2,7,2000,857,Alaska
