Date,Year,Births,State
2012-12-01,2012,8457,New Jersey
2012-12-01,2012,19984,New York
2013-01-01,2013,2982,Connecticut
2013-01-01,2013,8392,New Jersey
2013-01-01,2013,19876,New York
2013-02-01,2013,2675,Connecticut
2013-02-01,2013,7534,New Jersey
2013-02-01,2013,17738,New York
2013-03-01,2013,2890,Connecticut
2013-03-01,2013,8292,New Jersey
2013-03-01,2013,19232,New York
2013-04-01,2013,2918,Connecticut
2013-04-01,2013,8287,New Jersey
2013-04-01,2013,19044,New York
2013-05-01,2013,3041,Connecticut
2013-05-01,2013,8795,New Jersey
2013-05-01,2013,20112,New York
2013-06-01,2013,3047,Connecticut
2013-06-01,2013,8491,New Jersey
2013-06-01,2013,19852,New York
2013-07-01,2013,3262,Connecticut
2013-07-01,2013,9342,New Jersey
2013-07-01,2013,21023,New York
2013-08-01,2013,3256,Connecticut
2013-08-01,2013,9183,New Jersey
2013-08-01,2013,20853,New York
2013-09-01,2013,3024,Connecticut
2013-09-01,2013,8695,New Jersey
2013-09-01,2013,20201,New York
2013-10-01,2013,3172,Connecticut
2013-10-01,2013,8783,New Jersey
2013-10-01,2013,20323,New York
2013-11-01,2013,2831,Connecticut
2013-11-01,2013,8261,New Jersey
2013-11-01,2013,18917,New York
2013-12-01,2013,2987,Connecticut
2013-12-01,2013,8520,New Jersey
2013-12-01,2013,19809,New York
2014-01-01,2014,2873,Connecticut
2014-01-01,2014,8525,New Jersey
2014-01-01,2014,19469,New York
2014-02-01,2014,2608,Connecticut
2014-02-01,2014,7688,New Jersey
2014-02-01,2014,17658,New York
2014-03-01,2014,2987,Connecticut
2014-03-01,2014,8363,New Jersey
2014-03-01,2014,19489,New York
2014-04-01,2014,2931,Connecticut
2014-04-01,2014,8358,New Jersey
2014-04-01,2014,18790,New York
2014-05-01,2014,3154,Connecticut
2014-05-01,2014,8953,New Jersey
2014-05-01,2014,20479,New York
2014-06-01,2014,3070,Connecticut
2014-06-01,2014,8641,New Jersey
2014-06-01,2014,20002,New York
2014-07-01,2014,3319,Connecticut
2014-07-01,2014,9327,New Jersey
2014-07-01,2014,21553,New York
2014-08-01,2014,3206,Connecticut
2014-08-01,2014,9133,New Jersey
2014-08-01,2014,21275,New York
2014-09-01,2014,3195,Connecticut
2014-09-01,2014,9038,New Jersey
2014-09-01,2014,20953,New York
2014-10-01,2014,3082,Connecticut
2014-10-01,2014,8726,New Jersey
2014-10-01,2014,20324,New York
2014-11-01,2014,2882,Connecticut
2014-11-01,2014,8004,New Jersey
2014-11-01,2014,18778,New York
2014-12-01,2014,2978,Connecticut
2014-12-01,2014,8549,New Jersey
2014-12-01,2014,20003,New York
2015-01-01,2015,2907,Connecticut
2015-01-01,2015,8472,New Jersey
2015-01-01,2015,19079,New York
2015-02-01,2015,2632,Connecticut
2015-02-01,2015,7623,New Jersey
2015-02-01,2015,17736,New York
2015-03-01,2015,3028,Connecticut
2015-03-01,2015,8290,New Jersey
2015-03-01,2015,19719,New York
2015-04-01,2015,2943,Connecticut
2015-04-01,2015,8362,New Jersey
2015-04-01,2015,19334,New York
2015-05-01,2015,3144,Connecticut
2015-05-01,2015,8775,New Jersey
2015-05-01,2015,20359,New York
2015-06-01,2015,3002,Connecticut
2015-06-01,2015,8788,New Jersey
2015-06-01,2015,20224,New York
2015-07-01,2015,3134,Connecticut
2015-07-01,2015,9315,New Jersey
2015-07-01,2015,21075,New York
2015-08-01,2015,3179,Connecticut
2015-08-01,2015,9234,New Jersey
2015-08-01,2015,20777,New York
2015-09-01,2015,3176,Connecticut
2015-09-01,2015,9060,New Jersey
2015-09-01,2015,20440,New York
2015-10-01,2015,2939,Connecticut
2015-10-01,2015,8605,New Jersey
2015-10-01,2015,20255,New York
2015-11-01,2015,2792,Connecticut
2015-11-01,2015,8155,New Jersey
2015-11-01,2015,18670,New York
2015-12-01,2015,2870,Connecticut
2015-12-01,2015,8448,New Jersey
2015-12-01,2015,19606,New York
