ds,y
1944-03-01,12.096086956521738
1944-04-01,11.878421052631579
1944-05-01,12.100909090909092
1944-06-01,12.67818181818182
1944-07-01,13.008000000000001
1944-08-01,12.82
1944-09-01,12.597
1944-10-01,12.895238095238096
1944-11-01,12.822
1944-12-01,13.084999999999999
1945-01-01,13.485454545454546
1945-02-01,13.946111111111112
1945-03-01,13.937142857142858
1945-04-01,14.265714285714285
1945-05-01,14.813636363636363
1945-06-01,15.086666666666666
1945-07-01,14.78142857142857
1945-08-01,14.825714285714284
1945-09-01,15.83578947368421
1945-10-01,16.49363609090909
1945-11-01,17.04000036842105
1945-12-01,17.31947389473684
1946-01-01,18.041363681818183
1946-02-01,17.984444500000002
1946-03-01,17.521904952380954
1946-04-01,18.651428523809525
1946-05-01,18.712272772727275
1946-06-01,18.5804999
1946-07-01,18.053636363636365
1946-08-01,17.702727272727273
1946-09-01,15.066999999999998
1946-10-01,14.747391304347826
1946-11-01,14.667777777777777
1946-12-01,15.120952380952382
1947-01-01,15.215909090909092
1947-02-01,15.780526263157894
1947-03-01,15.156190476190474
1947-04-01,14.60190476190476
1947-05-01,14.322857142857142
1947-06-01,14.842857142857142
1947-07-01,15.767727318181818
1947-08-01,15.456666666666665
1947-09-01,15.063333333333333
1947-10-01,15.449545454545454
1947-11-01,15.270588235294118
1947-12-01,15.031818181818181
1948-01-01,14.832380952380953
1948-02-01,14.096666666666668
1948-03-01,14.284545454545453
1948-04-01,15.399090909090908
1948-05-01,16.1715001
1948-06-01,16.82454540909091
1948-07-01,16.42142857142857
1948-08-01,15.939545590909091
1948-09-01,15.757619047619048
1948-10-01,16.18700015
1948-11-01,15.306842105263158
1948-12-01,15.183478260869567
1949-01-01,15.324761904761905
1949-02-01,14.781578947368422
1949-03-01,14.910869565217391
1949-04-01,14.89
1949-05-01,14.766666666666667
1949-06-01,13.966818181818182
1949-07-01,14.762
1949-08-01,15.287826086956523
1949-09-01,15.486666666666668
1949-10-01,15.895
1949-11-01,16.098421000000002
1949-12-01,16.53952376190476
1950-01-01,16.87571438095238
1950-02-01,17.19277772222222
1950-03-01,17.346522
1950-04-01,17.84526305263158
1950-05-01,18.434545590909092
1950-06-01,18.736818227272725
1950-07-01,17.38400015
1950-08-01,18.43304382608696
1950-09-01,19.0845002
1950-10-01,19.859523857142857
1950-11-01,19.79850005
1950-12-01,19.74549975
1951-01-01,21.204545681818182
1951-02-01,21.978889
1951-03-01,21.617619285714287
1951-04-01,21.884761761904763
1951-05-01,21.938181818181818
1951-06-01,21.54619042857143
1951-07-01,21.931904476190475
1951-08-01,22.892174130434782
1951-09-01,23.48421057894737
1951-10-01,23.36772740909091
1951-11-01,22.713684157894736
1951-12-01,23.42150005
1952-01-01,24.1813635
1952-02-01,23.698947736842104
1952-03-01,23.810000190476188
1952-04-01,23.731905
1952-05-01,23.73285719047619
1952-06-01,24.380952285714287
1952-07-01,25.0795455
1952-08-01,25.182381190476193
1952-09-01,24.78190495238095
1952-10-01,24.255909045454544
1952-11-01,25.02941182352941
1952-12-01,26.03954559090909
1953-01-01,26.18
1953-02-01,25.89777788888889
1953-03-01,25.992272863636366
1953-04-01,24.71238104761905
1953-05-01,24.837142904761908
1953-06-01,23.951818136363634
1953-07-01,24.29478260869565
1953-08-01,24.3895239047619
1953-09-01,23.26904757142857
1953-10-01,23.966666714285715
1953-11-01,24.50055572222222
1953-12-01,24.82727281818182
1954-01-01,25.4615
1954-02-01,26.018421105263158
1954-03-01,26.571739260869563
1954-04-01,27.615237904761905
1954-05-01,28.734499899999996
1954-06-01,28.96090918181818
1954-07-01,30.12666671428571
1954-08-01,30.729545409090907
1954-09-01,31.45476209523809
1954-10-01,32.17666638095238
1954-11-01,33.44200045
1954-12-01,35.008182
1955-01-01,35.596190666666665
1955-02-01,36.79105231578947
1955-03-01,36.50086973913044
1955-04-01,37.75499995
1955-05-01,37.60285690476191
1955-06-01,39.87499918181818
1955-07-01,42.692000050000004
1955-08-01,42.430000130434784
1955-09-01,44.341428428571426
1955-10-01,42.123333714285714
1955-11-01,44.9470003
1955-12-01,45.39047623809524
1956-01-01,44.145238
1956-02-01,44.430000050000004
1956-03-01,47.487143
1956-04-01,48.05190495238095
1956-05-01,46.53727231818181
1956-06-01,46.26857157142857
1956-07-01,48.778095428571426
1956-08-01,48.46130426086956
1956-09-01,46.786842
1956-10-01,46.24304365217391
1956-11-01,45.758500049999995
1956-12-01,46.44368415789474
1957-01-01,45.424999954545456
1957-02-01,43.46631568421053
1957-03-01,44.02619061904762
1957-04-01,45.04714323809524
1957-05-01,46.77954563636364
1957-06-01,47.599000000000004
1957-07-01,48.51681877272727
1957-08-01,45.83499995454545
1957-09-01,44.010499499999995
1957-10-01,41.23565230434782
1957-11-01,40.34736789473684
1957-12-01,40.32571409523809
1958-01-01,41.122727454545455
1958-02-01,41.2615001
1958-03-01,42.108571142857144
1958-04-01,42.3352380952381
1958-05-01,43.70761890476191
1958-06-01,44.738571523809526
1958-07-01,45.97500027272727
1958-08-01,47.70142880952381
1958-09-01,48.97428557142857
1958-10-01,50.959999869565216
1958-11-01,52.540555833333336
1958-12-01,53.485713809523816
1959-01-01,55.620476476190476
1959-02-01,54.78842099999999
1959-03-01,56.14809476190476
1959-04-01,57.09863554545455
1959-05-01,57.992381190476195
1959-06-01,57.46045463636363
1959-07-01,59.73590890909091
1959-08-01,59.40095228571429
1959-09-01,57.05952385714285
1959-10-01,57.00181786363637
1959-11-01,57.2331577368421
1959-12-01,59.05499986363636
1960-01-01,58.02900029999999
1960-02-01,55.7749999
1960-03-01,55.01521760869565
1960-04-01,55.6999997
1960-05-01,55.21523795238096
1960-06-01,57.26318172727272
1960-07-01,55.8399997
1960-08-01,56.505217173913046
1960-09-01,54.80285766666667
1960-10-01,53.74333357142857
1960-11-01,55.4850002
1960-12-01,56.80000004761905
1961-01-01,59.72619066666667
1961-02-01,62.172631263157896
1961-03-01,64.08909036363637
1961-04-01,65.93400015
1961-05-01,66.49904771428571
1961-06-01,65.57500072727272
1961-07-01,65.4384999
1961-08-01,67.78956534782608
1961-09-01,67.22799985
1961-10-01,67.92909063636364
1961-11-01,71.0765
1961-12-01,71.74100075
1962-01-01,69.06772722727273
1962-02-01,70.22157889473684
1962-03-01,70.29181877272727
1962-04-01,68.05749985
1962-05-01,62.994545045454544
1962-06-01,55.628571666666666
1962-07-01,56.96952409523809
1962-08-01,58.527391043478254
1962-09-01,57.997895105263154
1962-10-01,56.168261173913045
1962-11-01,60.04349979999999
1962-12-01,62.61449975000001
1963-01-01,65.06227190909091
1963-02-01,65.92263157894736
1963-03-01,65.67285728571429
1963-04-01,68.75904695238096
1963-05-01,70.1386364090909
1963-06-01,70.10900045
1963-07-01,69.0722725
1963-08-01,70.98045454545455
1963-09-01,72.8494999
1963-10-01,73.02043513043478
1963-11-01,72.62388877777778
1963-12-01,74.17380976190476
1964-01-01,76.45227259090909
1964-02-01,77.39000094736842
1964-03-01,78.79952376190477
1964-04-01,79.93681681818181
1964-05-01,80.73250085
1964-06-01,80.24272672727272
1964-07-01,83.22227231818182
1964-08-01,82.00000004761904
1964-09-01,83.40857152380951
1964-10-01,84.84863690909091
1964-11-01,85.43842184210526
1964-12-01,83.96000054545455
1965-01-01,86.11649965000001
1965-02-01,86.74684142105264
1965-03-01,86.83391273913044
1965-04-01,87.96666685714285
1965-05-01,89.27949965
1965-06-01,85.08999981818182
1965-07-01,84.90523847619048
1965-08-01,86.48727213636363
1965-09-01,89.37904738095237
1965-10-01,91.39476180952381
1965-11-01,92.14600064999999
1965-12-01,91.73454500000001
1966-01-01,93.31619004761905
1966-02-01,92.68263252631579
1966-03-01,88.87782552173913
1966-04-01,91.59549990000001
1966-05-01,86.78190466666668
1966-06-01,86.06000027272727
1966-07-01,85.83849955
1966-08-01,80.6508694347826
1966-09-01,77.81476161904762
1966-10-01,77.12904785714285
1966-11-01,80.99449949999999
1966-12-01,81.3271429047619
1967-01-01,84.45047623809523
1967-02-01,87.36684178947368
1967-03-01,89.41772731818182
1967-04-01,90.95950020000001
1967-05-01,92.59045468181817
1967-06-01,91.43363709090909
1967-07-01,92.98900035
1967-08-01,94.49391278260869
1967-09-01,95.80899925
1967-10-01,95.6363635909091
1967-11-01,92.6609996
1967-12-01,95.3024997
1968-01-01,95.03772704545455
1968-02-01,90.77473668421052
1968-03-01,89.09285695238096
1968-04-01,95.6969997
1968-05-01,97.8654549090909
1968-06-01,100.5852944117647
1968-07-01,100.29529429411765
1968-08-01,98.11388861111112
1968-09-01,101.33999911764705
1968-10-01,103.75499988888889
1968-11-01,105.40058805882353
1968-12-01,106.47555588888889
1969-01-01,102.0431825909091
1969-02-01,101.45888855555556
1969-03-01,99.3044994
1969-04-01,101.26285666666668
1969-05-01,104.6219049047619
1969-06-01,99.11714280952381
1969-07-01,94.71190461904762
1969-08-01,94.18333285714286
1969-09-01,94.50619033333334
1969-10-01,95.51478247826087
1969-11-01,96.20526331578947
1969-12-01,91.11999995454545
1970-01-01,90.3328570952381
1970-02-01,87.16421105263159
1970-03-01,88.65238114285714
1970-04-01,85.95227159090909
1970-05-01,76.06142895238095
1970-06-01,75.58363613636364
1970-07-01,75.7186365909091
1970-08-01,77.92761852380951
1970-09-01,82.37381071428571
1970-10-01,84.37000004545455
1970-11-01,84.29099995
1970-12-01,90.0527280909091
1971-01-01,93.4915
1971-02-01,97.11210505263159
1971-03-01,99.60130443478262
1971-04-01,103.04952347619047
1971-05-01,101.64250035
1971-06-01,99.66636313636363
1971-07-01,98.97571423809524
1971-08-01,97.24045495454544
1971-09-01,99.3961900952381
1971-10-01,97.29380909523809
1971-11-01,92.77952471428571
1971-12-01,99.16909054545454
1972-01-01,103.2985709047619
1972-02-01,105.2429996
1972-03-01,107.6904539090909
1972-04-01,108.81100040000001
1972-05-01,107.64545436363636
1972-06-01,108.01045509090909
1972-07-01,107.20699955
1972-08-01,111.00739191304346
1972-09-01,109.3895012
1972-10-01,109.56272713636363
1972-11-01,115.04699969999999
1972-12-01,117.4973687368421
1973-01-01,118.42190504761905
1973-02-01,114.16421142105264
1973-03-01,112.41545413636364
1973-04-01,110.27399975
1973-05-01,107.21954586363636
1973-06-01,104.75476176190475
1973-07-01,105.8342850952381
1973-08-01,103.79956526086957
1973-09-01,105.60526357894737
1973-10-01,109.84434834782608
1973-11-01,102.0328572857143
1973-12-01,94.7840001
1974-01-01,96.11000031818183
1974-02-01,93.45315873684211
1974-03-01,97.43904733333333
1974-04-01,92.45619104761904
1974-05-01,89.66727304545454
1974-06-01,89.78649935
1974-07-01,82.81909086363636
1974-08-01,76.02500054545455
1974-09-01,68.1229995
1974-10-01,69.43565169565217
1974-11-01,71.73700034999999
1974-12-01,67.07333342857143
1975-01-01,72.56409109090909
1975-02-01,80.09684194736842
1975-03-01,83.8319992
1975-04-01,84.72318181818183
1975-05-01,90.09619038095238
1975-06-01,92.39714338095239
1975-07-01,92.48727309090908
1975-08-01,85.71380947619048
1975-09-01,84.67238066666667
1975-10-01,88.57434782608696
1975-11-01,90.06526336842106
1975-12-01,88.70045463636365
1976-01-01,96.85952376190475
1976-02-01,100.63947415789474
1976-03-01,101.08434791304347
1976-04-01,101.92952361904761
1976-05-01,101.16199900000001
1976-06-01,101.76681795454546
1976-07-01,104.20095276190474
1976-08-01,103.29181845454545
1976-09-01,105.45333323809525
1976-10-01,101.88523761904761
1976-11-01,101.19349975
1976-12-01,104.66090845454545
1977-01-01,103.81333304761905
1977-02-01,100.95578915789474
1977-03-01,100.56956482608696
1977-04-01,99.05000079999999
1977-05-01,98.7604759047619
1977-06-01,99.28590936363638
1977-07-01,100.17842005263158
1977-08-01,97.75000034782609
1977-09-01,96.23238038095238
1977-10-01,93.73952295238095
1977-11-01,94.28333385714285
1977-12-01,93.82047666666666
1978-01-01,90.24952295238096
1978-02-01,88.9752635263158
1978-03-01,88.8195454090909
1978-04-01,92.7104996
1978-05-01,97.41227304545454
1978-06-01,97.661818
1978-07-01,97.19249995
1978-08-01,103.92174000000001
1978-09-01,103.85699995
1978-10-01,100.58363522727272
1978-11-01,94.7095230952381
1978-12-01,96.1074998
1979-01-01,99.70500104545454
1979-02-01,98.22947373684211
1979-03-01,100.11227277272728
1979-04-01,102.06600045
1979-05-01,99.72772695454546
1979-06-01,101.72761866666666
1979-07-01,102.71142828571428
1979-08-01,107.35608643478261
1979-09-01,108.59684226315788
1979-10-01,104.47304265217392
1979-11-01,103.66380995238094
1979-12-01,107.77599945
1980-01-01,110.86818136363637
1980-02-01,115.33900109999999
1980-03-01,104.68619066666666
1980-04-01,102.96666752380952
1980-05-01,107.69428542857143
1980-06-01,114.54666652380952
1980-07-01,119.83272745454546
1980-08-01,123.49666633333334
1980-09-01,126.51190299999999
1980-10-01,130.2217383478261
1980-11-01,135.65444277777777
1980-12-01,133.4831821818182
1981-01-01,132.9657127142857
1981-02-01,128.39526557894737
1981-03-01,133.18499972727273
1981-04-01,134.42761814285714
1981-05-01,131.72700035
1981-06-01,132.27772936363635
1981-07-01,129.12772677272727
1981-08-01,129.6295230952381
1981-09-01,118.2695240952381
1981-10-01,119.79772704545454
1981-11-01,122.9194995
1981-12-01,123.79409090909093
1982-01-01,117.2765003
1982-02-01,114.4952632631579
1982-03-01,110.84217373913043
1982-04-01,116.30714333333333
1982-05-01,116.3529994
1982-06-01,109.6977271818182
1982-07-01,109.37666680952381
1982-08-01,109.65136404545454
1982-09-01,122.43333290476191
1982-10-01,132.66047733333332
1982-11-01,138.10095285714286
1982-12-01,139.36591113636362
1983-01-01,144.26714214285715
1983-02-01,146.7968405263158
1983-03-01,151.87652121739129
1983-04-01,157.71200025000002
1983-05-01,164.09714333333335
1983-06-01,166.36909136363636
1983-07-01,166.95099875
1983-08-01,162.41782473913045
1983-09-01,167.16047671428572
1983-10-01,167.6542845238095
1983-11-01,165.230952
1983-12-01,164.37142804761905
1984-01-01,166.3928563809524
1984-02-01,157.25050125
1984-03-01,157.43863809090908
1984-04-01,157.60149915
1984-05-01,156.55090886363635
1984-06-01,153.12476095238094
1984-07-01,151.07809595238095
1984-08-01,164.42086917391305
1984-09-01,166.11262994736842
1984-10-01,164.81869439130435
1984-11-01,166.27190504761904
1984-12-01,164.4800012
1985-01-01,171.61272713636365
1985-02-01,180.88473763157896
1985-03-01,179.41999819047618
1985-04-01,180.61857033333334
1985-05-01,184.8990895
1985-06-01,188.8859994
1985-07-01,192.5445445909091
1985-08-01,188.30636404545456
1985-09-01,184.2057904736842
1985-10-01,186.18043452173916
1985-11-01,197.4455002
1985-12-01,207.25761923809526
1986-01-01,208.1940897272727
1986-02-01,219.36526163157893
1986-03-01,232.3270003
1986-04-01,237.96772827272727
1986-05-01,238.45904766666666
1986-06-01,245.2957146190476
1986-07-01,240.17999890909093
1986-08-01,245.00095109523812
1986-09-01,238.26904738095237
1986-10-01,237.35608717391307
1986-11-01,245.09263289473682
1986-12-01,248.60545418181817
1987-01-01,264.5109514761904
1987-02-01,280.93421531578946
1987-03-01,292.4713648636364
1987-04-01,289.32190514285713
1987-05-01,289.11549825000003
1987-06-01,301.3840900454545
1987-07-01,310.087272
1987-08-01,329.3580932857143
1987-09-01,318.6609511428572
1987-10-01,280.1640916363636
1987-11-01,245.0085006
1987-12-01,240.9559097727273
1988-01-01,250.4765029
1988-02-01,258.12799915
1988-03-01,265.73739226086957
1988-04-01,262.61549840000004
1988-05-01,256.1238113333334
1988-06-01,270.68272818181816
1988-07-01,269.04949805
1988-08-01,263.7265187826087
1988-09-01,267.97000128571426
1988-10-01,277.39571566666666
1988-11-01,271.02428761904764
1988-12-01,276.51475899999997
1989-01-01,285.4138125714286
1989-02-01,294.0110522631579
1989-03-01,292.71318186363635
1989-04-01,302.25099639999996
1989-05-01,313.92999954545456
1989-06-01,323.72772772727274
1989-07-01,331.9265015
1989-08-01,346.60782643478257
1989-09-01,347.3295014
1989-10-01,347.3972723181818
1989-11-01,340.21904495238095
1989-12-01,348.57200015
1990-01-01,339.9718184545455
1990-02-01,330.4526351052632
1990-03-01,338.4650004545455
1990-04-01,338.17799825000003
1990-05-01,350.25000145454544
1990-06-01,360.38666652380954
1990-07-01,360.0309520952381
1990-08-01,330.7465196956522
1990-09-01,315.4068427368421
1990-10-01,307.12478495652175
1990-11-01,315.29095304761904
1990-12-01,328.74950245
1991-01-01,325.4854555909091
1991-02-01,362.2631579473684
1991-03-01,372.27899925
1991-04-01,379.678636
1991-05-01,377.9922720909091
1991-06-01,378.29299925
1991-07-01,380.2268177272727
1991-08-01,389.40317890909097
1991-09-01,387.19849995
1991-10-01,386.883479826087
1991-11-01,385.91949915
1991-12-01,388.5104761904762
1992-01-01,416.0749967727272
1992-02-01,412.55579089473684
1992-03-01,407.364545
1992-04-01,407.4071438571429
1992-05-01,414.814502
1992-06-01,408.2745472272727
1992-07-01,415.05136390909087
1992-08-01,417.9271428095238
1992-09-01,418.47714233333335
1992-10-01,412.50272854545454
1992-11-01,422.84399709999997
1992-12-01,435.63954586363633
1993-01-01,435.22899930000005
1993-02-01,441.7036808421052
1993-03-01,450.1552164347826
1993-04-01,443.07762076190477
1993-05-01,445.24649805
1993-06-01,448.0595439545454
1993-07-01,447.286188047619
1993-08-01,454.1277286818182
1993-09-01,459.2352339047619
1993-10-01,463.8999967619048
1993-11-01,462.8904753333333
1993-12-01,465.94545686363637
1994-01-01,472.9928573809524
1994-02-01,471.57999942105266
1994-03-01,463.8078269565217
1994-04-01,447.2321070526316
1994-05-01,450.8985726190476
1994-06-01,454.82590827272725
1994-07-01,451.4009994
1994-08-01,464.2430459565217
1994-09-01,466.9580919523809
1994-10-01,463.81380938095236
1994-11-01,461.01523990476187
1994-12-01,455.18666428571424
1995-01-01,465.24999995238096
1995-02-01,481.9247372631579
1995-03-01,493.15304695652173
1995-04-01,507.9057906315789
1995-05-01,523.8136400909091
1995-06-01,539.3540843636364
1995-07-01,557.36649785
1995-08-01,559.1100013043479
1995-09-01,578.76549385
1995-10-01,582.918182409091
1995-11-01,595.5323806190476
1995-12-01,614.57099915
1996-01-01,614.4200049545454
1996-02-01,649.5420043500001
1996-03-01,647.0747592857142
1996-04-01,647.1728543809523
1996-05-01,661.2304549545454
1996-06-01,668.49899305
1996-07-01,644.0704539090909
1996-08-01,662.6822786818183
1996-09-01,674.8854979
1996-10-01,701.4556539565218
1996-11-01,735.66900635
1996-12-01,743.2490409047618
1997-01-01,766.2168163181818
1997-02-01,798.3842162631579
1997-03-01,792.1555024
1997-04-01,763.9281865909091
1997-05-01,833.0914306666666
1997-06-01,876.286190952381
1997-07-01,925.2945445454545
1997-08-01,927.735712047619
1997-09-01,937.0242861904761
1997-10-01,951.1595617391305
1997-11-01,938.9236899473684
1997-12-01,962.3654564090909
1998-01-01,963.35900265
1998-02-01,1023.7421136842104
1998-03-01,1076.827731090909
1998-04-01,1112.196195952381
1998-05-01,1108.41699835
1998-06-01,1108.389531818182
1998-07-01,1156.5772705454544
1998-08-01,1074.620471809524
1998-09-01,1020.6400001904761
1998-10-01,1032.4700096363636
1998-11-01,1144.4334838999998
1998-12-01,1190.0509032727273
1999-01-01,1248.7747352631577
1999-02-01,1246.5821147894737
1999-03-01,1281.6639139565218
1999-04-01,1334.7566615714286
1999-05-01,1332.0740111999999
1999-06-01,1322.5527344545453
1999-07-01,1380.990001857143
1999-08-01,1327.4886531363636
1999-09-01,1318.171903952381
1999-10-01,1300.0100098095238
1999-11-01,1391.0028482857142
1999-12-01,1428.684093181818
2000-01-01,1425.58550415
2000-02-01,1388.8744995000002
2000-03-01,1442.2125986956523
2000-04-01,1461.355256736842
2000-05-01,1418.4795477727273
2000-06-01,1461.9590898181818
2000-07-01,1473.00249625
2000-08-01,1485.4582573913044
2000-09-01,1468.05400395
2000-10-01,1390.144092818182
2000-11-01,1375.0376034761905
2000-12-01,1330.92949825
2001-01-01,1335.6390555714286
2001-02-01,1305.7515804736843
2001-03-01,1185.8500088636365
2001-04-01,1189.83699955
2001-05-01,1270.3686356818182
2001-06-01,1238.7104667142858
2001-07-01,1204.449521047619
2001-08-01,1178.5039275217391
2001-09-01,1044.6439940666667
2001-10-01,1076.5904380434783
2001-11-01,1129.6833321904762
2001-12-01,1144.9300111
2002-01-01,1140.2076242380954
2002-02-01,1100.6689388947368
2002-03-01,1153.7910035
2002-04-01,1112.0345403181818
2002-05-01,1079.2672785454545
2002-06-01,1014.0480072500001
2002-07-01,903.5854575454546
2002-08-01,912.5522738181818
2002-09-01,867.8120056
2002-10-01,854.6313078260869
2002-11-01,909.9270049999999
2002-12-01,899.1785742380952
2003-01-01,895.8361902857143
2003-02-01,837.6189510526316
2003-03-01,846.6214250952381
2003-04-01,890.0257132857143
2003-05-01,935.9628529047619
2003-06-01,987.9952392380952
2003-07-01,992.5409101818182
2003-08-01,989.5319098095239
2003-09-01,1019.4419004761905
2003-10-01,1038.7343431304348
2003-11-01,1049.8989450000001
2003-12-01,1080.6359197727272
2004-01-01,1132.51749875
2004-02-01,1143.356323263158
2004-03-01,1123.9782448695653
2004-04-01,1133.0785725238097
2004-05-01,1102.7815001499998
2004-06-01,1132.7571557619046
2004-07-01,1105.8466564761904
2004-08-01,1088.934992
2004-09-01,1117.6562035714287
2004-10-01,1118.0680977142856
2004-11-01,1168.9376220476192
2004-12-01,1199.2095447727272
2005-01-01,1181.40799555
2005-02-01,1199.6268439473686
2005-03-01,1194.8977272272728
2005-04-01,1164.4276123333334
2005-05-01,1178.275716095238
2005-06-01,1202.2531682727274
2005-07-01,1222.23699945
2005-08-01,1224.2699983478262
2005-09-01,1225.9147717142857
2005-10-01,1191.9642857619049
2005-11-01,1237.3685651904761
2005-12-01,1262.071911
2006-01-01,1278.7224975000001
2006-02-01,1276.6452764210526
2006-03-01,1293.7347783043479
2006-04-01,1302.1652703157895
2006-05-01,1290.0136274545455
2006-06-01,1253.168179590909
2006-07-01,1260.2345031
2006-08-01,1287.1495679565219
2006-09-01,1317.74301155
2006-10-01,1363.377263909091
2006-11-01,1388.634754047619
2006-12-01,1416.4200073
2007-01-01,1424.16098625
2007-02-01,1444.7947484736842
2007-03-01,1406.951821
2007-04-01,1463.64050295
2007-05-01,1511.1368130454546
2007-06-01,1514.4895194761905
