ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
1995-02-01,94.11536341141803,94.04075915959595,94.19511616134636,94.11536341141803,94.11536341141803,0.004040367447362597,0.004040367447362597,0.004040367447362597,0.004040367447362597,0.004040367447362597,0.004040367447362597,0.0,0.0,0.0,94.11940377886539
1995-03-01,94.17950221195791,94.09942233930573,94.2494447481117,94.17950221195791,94.17950221195791,-0.003364853539866894,-0.003364853539866894,-0.003364853539866894,-0.003364853539866894,-0.003364853539866894,-0.003364853539866894,0.0,0.0,0.0,94.17613735841805
1995-04-01,94.25051302684136,94.16272160498858,94.31033168068521,94.25051302684136,94.25051302684136,-0.015597523106978851,-0.015597523106978851,-0.015597523106978851,-0.015597523106978851,-0.015597523106978851,-0.015597523106978851,0.0,0.0,0.0,94.23491550373438
1995-05-01,94.31923317027696,94.23045553648767,94.38585626409768,94.31923317027696,94.31923317027696,-0.009149552093727448,-0.009149552093727448,-0.009149552093727448,-0.009149552093727448,-0.009149552093727448,-0.009149552093727448,0.0,0.0,0.0,94.31008361818323
1995-06-01,94.32064301761355,94.23653605443636,94.39002231368072,94.32064301761355,94.32064301761355,-0.008069863170959812,-0.008069863170959812,-0.008069863170959812,-0.008069863170959812,-0.008069863170959812,-0.008069863170959812,0.0,0.0,0.0,94.31257315444259
1995-07-01,94.32200738600379,94.22739956105615,94.38513405492107,94.32200738600379,94.32200738600379,-0.01604083561311552,-0.01604083561311552,-0.01604083561311552,-0.01604083561311552,-0.01604083561311552,-0.01604083561311552,0.0,0.0,0.0,94.30596655039068
1995-08-01,94.32341723334038,94.21757646651861,94.3781205611278,94.32341723334038,94.32341723334038,-0.024449338398546697,-0.024449338398546697,-0.024449338398546697,-0.024449338398546697,-0.024449338398546697,-0.024449338398546697,0.0,0.0,0.0,94.29896789494184
1995-09-01,94.32482708067697,94.23165972738447,94.38487340967201,94.32482708067697,94.32482708067697,-0.013789152447417814,-0.013789152447417814,-0.013789152447417814,-0.013789152447417814,-0.013789152447417814,-0.013789152447417814,0.0,0.0,0.0,94.31103792822955
1995-10-01,94.32619144906721,94.27777274121767,94.42832441596252,94.32619144906721,94.32619144906721,0.02883128125481317,0.02883128125481317,0.02883128125481317,0.02883128125481317,0.02883128125481317,0.02883128125481317,0.0,0.0,0.0,94.35502273032202
1995-11-01,94.32760129640378,94.25809558859525,94.41125356653644,94.32760129640378,94.32760129640378,0.005684283808135128,0.005684283808135128,0.005684283808135128,0.005684283808135128,0.005684283808135128,0.005684283808135128,0.0,0.0,0.0,94.33328558021192
1995-12-01,94.3344137180091,94.26132598809868,94.41646765012015,94.3344137180091,94.3344137180091,0.008073121720867906,0.008073121720867906,0.008073121720867906,0.008073121720867906,0.008073121720867906,0.008073121720867906,0.0,0.0,0.0,94.34248683972997
1996-01-01,94.34145322033461,94.28484240847895,94.43371727004832,94.34145322033461,94.34145322033461,0.018091065972431382,0.018091065972431382,0.018091065972431382,0.018091065972431382,0.018091065972431382,0.018091065972431382,0.0,0.0,0.0,94.35954428630704
1996-02-01,94.34849272266011,94.28188494298801,94.43276688272009,94.34849272266011,94.34849272266011,0.008734216130150473,0.008734216130150473,0.008734216130150473,0.008734216130150473,0.008734216130150473,0.008734216130150473,0.0,0.0,0.0,94.35722693879026
