Month,Year,LA_Births
1999-05-01,1999,7179
1999-06-01,1999,7047
1999-07-01,1999,7283
1999-08-01,1999,7181
1999-09-01,1999,6966
1999-10-01,1999,6633
1999-11-01,1999,6273
1999-12-01,1999,6608
1999-01-01,1999,6353
1999-02-01,1999,6003
1999-03-01,1999,6750
1999-04-01,1999,6663
1999-05-01,1999,7179
1999-06-01,1999,7047
1999-07-01,1999,7283
1999-08-01,1999,7181
1999-09-01,1999,6966
1999-10-01,1999,6633
1999-11-01,1999,6273
1999-12-01,1999,6608
1999-01-01,1999,6353
1999-02-01,1999,6003
1999-03-01,1999,6750
1999-04-01,1999,6663
1999-05-01,1999,7179
1999-06-01,1999,7047
1999-07-01,1999,7283
1999-08-01,1999,7181
1999-09-01,1999,6966
1999-10-01,1999,6633
1999-11-01,1999,6273
1999-12-01,1999,6608
1999-01-01,1999,6353
1999-02-01,1999,6003
1999-03-01,1999,6750
1999-04-01,1999,6663
1999-05-01,1999,7179
1999-06-01,1999,7047
1999-07-01,1999,7283
1999-08-01,1999,7181
1999-09-01,1999,6966
1999-10-01,1999,6633
1999-11-01,1999,6273
1999-12-01,1999,6608
1999-01-01,1999,6353
1999-02-01,1999,6003
1999-03-01,1999,6750
1999-04-01,1999,6663
1999-05-01,1999,7179
1999-06-01,1999,7047
1999-07-01,1999,7283
1999-08-01,1999,7181
1999-09-01,1999,6966
1999-10-01,1999,6633
1999-11-01,1999,6273
1999-12-01,1999,6608
1999-01-01,1999,6353
1999-02-01,1999,6003
1999-03-01,1999,6750
1999-04-01,1999,6663
1999-05-01,1999,7179
1999-06-01,1999,7047
1999-07-01,1999,7283
1999-08-01,1999,7181
1999-09-01,1999,6966
1999-10-01,1999,6633
1999-11-01,1999,6273
1999-12-01,1999,6608
1999-01-01,1999,6353
1999-02-01,1999,6003
1999-03-01,1999,6750
1999-04-01,1999,6663
1999-05-01,1999,7179
1999-06-01,1999,7047
1999-07-01,1999,7283
1999-08-01,1999,7181
1999-09-01,1999,6966
1999-10-01,1999,6633
1999-11-01,1999,6273
1999-12-01,1999,6608
2000-01-01,2000,6576
2000-02-01,2000,6301
2000-03-01,2000,6843
2000-04-01,2000,6690
2000-05-01,2000,7205
2000-06-01,2000,7042
2000-07-01,2000,7069
2000-08-01,2000,7169
2000-09-01,2000,6779
2000-10-01,2000,6856
2000-11-01,2000,6467
2000-12-01,2000,6617
2000-01-01,2000,6576
2000-02-01,2000,6301
2000-03-01,2000,6843
2000-04-01,2000,6690
2000-05-01,2000,7205
2000-06-01,2000,7042
2000-07-01,2000,7069
2000-08-01,2000,7169
2000-09-01,2000,6779
2000-10-01,2000,6856
2000-11-01,2000,6467
2000-12-01,2000,6617
2000-01-01,2000,6576
2000-02-01,2000,6301
2000-03-01,2000,6843
2000-04-01,2000,6690
2000-05-01,2000,7205
2000-06-01,2000,7042
2000-07-01,2000,7069
2000-08-01,2000,7169
2000-09-01,2000,6779
2000-10-01,2000,6856
2000-11-01,2000,6467
2000-12-01,2000,6617
2000-01-01,2000,6576
2000-02-01,2000,6301
2000-03-01,2000,6843
2000-04-01,2000,6690
2000-05-01,2000,7205
2000-06-01,2000,7042
2000-07-01,2000,7069
2000-08-01,2000,7169
2000-09-01,2000,6779
2000-10-01,2000,6856
2000-11-01,2000,6467
2000-12-01,2000,6617
2000-01-01,2000,6576
2000-02-01,2000,6301
2000-03-01,2000,6843
2000-04-01,2000,6690
2000-05-01,2000,7205
2000-06-01,2000,7042
2000-07-01,2000,7069
2000-08-01,2000,7169
2000-09-01,2000,6779
2000-10-01,2000,6856
2000-11-01,2000,6467
2000-12-01,2000,6617
2000-01-01,2000,6576
2000-02-01,2000,6301
2000-03-01,2000,6843
2000-04-01,2000,6690
2000-05-01,2000,7205
2000-06-01,2000,7042
2000-07-01,2000,7069
2000-08-01,2000,7169
2000-09-01,2000,6779
2000-10-01,2000,6856
2000-11-01,2000,6467
2000-12-01,2000,6617
2000-01-01,2000,6576
2000-02-01,2000,6301
2000-03-01,2000,6843
2000-04-01,2000,6690
2000-05-01,2000,7205
2000-06-01,2000,7042
2000-07-01,2000,7069
2000-08-01,2000,7169
2000-09-01,2000,6779
2000-10-01,2000,6856
2000-11-01,2000,6467
2000-12-01,2000,6617
2000-01-01,2000,6576
2000-02-01,2000,6301
2000-03-01,2000,6843
2000-04-01,2000,6690
2000-05-01,2000,7205
2000-06-01,2000,7042
2000-07-01,2000,7069
2000-08-01,2000,7169
2000-09-01,2000,6779
2000-10-01,2000,6856
2000-11-01,2000,6467
2000-12-01,2000,6617
2000-01-01,2000,6576
2000-02-01,2000,6301
2000-03-01,2000,6843
2000-04-01,2000,6690
2000-05-01,2000,7205
2000-06-01,2000,7042
2000-07-01,2000,7069
2000-08-01,2000,7169
2000-09-01,2000,6779
2000-10-01,2000,6856
2000-11-01,2000,6467
2000-12-01,2000,6617
2000-01-01,2000,6576
2000-02-01,2000,6301
2000-03-01,2000,6843
2000-04-01,2000,6690
2000-05-01,2000,7205
2000-06-01,2000,7042
2000-07-01,2000,7069
2000-08-01,2000,7169
2000-09-01,2000,6779
2000-10-01,2000,6856
2000-11-01,2000,6467
2000-12-01,2000,6617
2000-01-01,2000,6576
2000-02-01,2000,6301
2000-03-01,2000,6843
2000-04-01,2000,6690
2000-05-01,2000,7205
2000-06-01,2000,7042
2000-07-01,2000,7069
2000-08-01,2000,7169
2000-09-01,2000,6779
2000-10-01,2000,6856
2000-11-01,2000,6467
2000-12-01,2000,6617
2000-01-01,2000,6576
2000-02-01,2000,6301
2000-03-01,2000,6843
2000-04-01,2000,6690
2000-05-01,2000,7205
2000-06-01,2000,7042
2000-07-01,2000,7069
2000-08-01,2000,7169
2000-09-01,2000,6779
2000-10-01,2000,6856
2000-11-01,2000,6467
2000-12-01,2000,6617
2001-01-01,2001,6511
2001-02-01,2001,6071
2001-03-01,2001,6909
2001-04-01,2001,6638
2001-05-01,2001,7279
2001-06-01,2001,7074
2001-07-01,2001,7140
2001-08-01,2001,7311
2001-09-01,2001,6796
2001-10-01,2001,6785
2001-11-01,2001,6395
2001-12-01,2001,6168
2001-01-01,2001,6511
2001-02-01,2001,6071
2001-03-01,2001,6909
2001-04-01,2001,6638
2001-05-01,2001,7279
2001-06-01,2001,7074
2001-07-01,2001,7140
2001-08-01,2001,7311
2001-09-01,2001,6796
2001-10-01,2001,6785
2001-11-01,2001,6395
2001-12-01,2001,6168
2001-01-01,2001,6511
2001-02-01,2001,6071
2001-03-01,2001,6909
2001-04-01,2001,6638
2001-05-01,2001,7279
2001-06-01,2001,7074
2001-07-01,2001,7140
2001-08-01,2001,7311
2001-09-01,2001,6796
2001-10-01,2001,6785
2001-11-01,2001,6395
2001-12-01,2001,6168
2001-01-01,2001,6511
2001-02-01,2001,6071
2001-03-01,2001,6909
2001-04-01,2001,6638
2001-05-01,2001,7279
2001-06-01,2001,7074
2001-07-01,2001,7140
2001-08-01,2001,7311
2001-09-01,2001,6796
2001-10-01,2001,6785
2001-11-01,2001,6395
2001-12-01,2001,6168
2001-01-01,2001,6511
2001-02-01,2001,6071
2001-03-01,2001,6909
2001-04-01,2001,6638
2001-05-01,2001,7279
2001-06-01,2001,7074
2001-07-01,2001,7140
2001-08-01,2001,7311
2001-09-01,2001,6796
2001-10-01,2001,6785
2001-11-01,2001,6395
2001-12-01,2001,6168
2001-01-01,2001,6511
2001-02-01,2001,6071
2001-03-01,2001,6909
2001-04-01,2001,6638
2001-05-01,2001,7279
2001-06-01,2001,7074
2001-07-01,2001,7140
2001-08-01,2001,7311
2001-09-01,2001,6796
2001-10-01,2001,6785
2001-11-01,2001,6395
2001-12-01,2001,6168
2001-01-01,2001,6511
2001-02-01,2001,6071
2001-03-01,2001,6909
2001-04-01,2001,6638
2001-05-01,2001,7279
2001-06-01,2001,7074
2001-07-01,2001,7140
2001-08-01,2001,7311
2001-09-01,2001,6796
2001-10-01,2001,6785
2001-11-01,2001,6395
2001-12-01,2001,6168
2001-01-01,2001,6511
2001-02-01,2001,6071
2001-03-01,2001,6909
2001-04-01,2001,6638
2001-05-01,2001,7279
2001-06-01,2001,7074
2001-07-01,2001,7140
2001-08-01,2001,7311
2001-09-01,2001,6796
2001-10-01,2001,6785
2001-11-01,2001,6395
2001-12-01,2001,6168
2001-01-01,2001,6511
2001-02-01,2001,6071
2001-03-01,2001,6909
2001-04-01,2001,6638
2001-05-01,2001,7279
2001-06-01,2001,7074
2001-07-01,2001,7140
2001-08-01,2001,7311
2001-09-01,2001,6796
2001-10-01,2001,6785
2001-11-01,2001,6395
2001-12-01,2001,6168
2001-01-01,2001,6511
2001-02-01,2001,6071
2001-03-01,2001,6909
2001-04-01,2001,6638
2001-05-01,2001,7279
2001-06-01,2001,7074
2001-07-01,2001,7140
2001-08-01,2001,7311
2001-09-01,2001,6796
2001-10-01,2001,6785
2001-11-01,2001,6395
2001-12-01,2001,6168
2001-01-01,2001,6511
2001-02-01,2001,6071
2001-03-01,2001,6909
2001-04-01,2001,6638
2001-05-01,2001,7279
2001-06-01,2001,7074
2001-07-01,2001,7140
2001-08-01,2001,7311
2001-09-01,2001,6796
2001-10-01,2001,6785
2001-11-01,2001,6395
2001-12-01,2001,6168
2001-01-01,2001,6511
2001-02-01,2001,6071
2001-03-01,2001,6909
2001-04-01,2001,6638
2001-05-01,2001,7279
2001-06-01,2001,7074
2001-07-01,2001,7140
2001-08-01,2001,7311
2001-09-01,2001,6796
2001-10-01,2001,6785
2001-11-01,2001,6395
2001-12-01,2001,6168
2002-01-01,2002,6394
2002-02-01,2002,6028
2002-03-01,2002,6737
2002-04-01,2002,6731
2002-05-01,2002,7161
2002-06-01,2002,6955
2002-07-01,2002,7230
2002-08-01,2002,7254
2002-09-01,2002,6988
2002-10-01,2002,6774
2002-11-01,2002,6052
2002-12-01,2002,6341
2002-01-01,2002,6394
2002-02-01,2002,6028
2002-03-01,2002,6737
2002-04-01,2002,6731
2002-05-01,2002,7161
2002-06-01,2002,6955
2002-07-01,2002,7230
2002-08-01,2002,7254
2002-09-01,2002,6988
2002-10-01,2002,6774
2002-11-01,2002,6052
2002-12-01,2002,6341
2002-01-01,2002,6394
2002-02-01,2002,6028
2002-03-01,2002,6737
2002-04-01,2002,6731
2002-05-01,2002,7161
2002-06-01,2002,6955
2002-07-01,2002,7230
2002-08-01,2002,7254
2002-09-01,2002,6988
2002-10-01,2002,6774
2002-11-01,2002,6052
2002-12-01,2002,6341
2002-01-01,2002,6394
2002-02-01,2002,6028
2002-03-01,2002,6737
2002-04-01,2002,6731
2002-05-01,2002,7161
2002-06-01,2002,6955
2002-07-01,2002,7230
2002-08-01,2002,7254
2002-09-01,2002,6988
2002-10-01,2002,6774
2002-11-01,2002,6052
2002-12-01,2002,6341
2002-01-01,2002,6394
2002-02-01,2002,6028
2002-03-01,2002,6737
2002-04-01,2002,6731
2002-05-01,2002,7161
2002-06-01,2002,6955
2002-07-01,2002,7230
2002-08-01,2002,7254
2002-09-01,2002,6988
2002-10-01,2002,6774
2002-11-01,2002,6052
2002-12-01,2002,6341
2002-01-01,2002,6394
2002-02-01,2002,6028
2002-03-01,2002,6737
2002-04-01,2002,6731
2002-05-01,2002,7161
2002-06-01,2002,6955
2002-07-01,2002,7230
2002-08-01,2002,7254
2002-09-01,2002,6988
2002-10-01,2002,6774
2002-11-01,2002,6052
2002-12-01,2002,6341
2002-01-01,2002,6394
2002-02-01,2002,6028
2002-03-01,2002,6737
2002-04-01,2002,6731
2002-05-01,2002,7161
2002-06-01,2002,6955
2002-07-01,2002,7230
2002-08-01,2002,7254
2002-09-01,2002,6988
2002-10-01,2002,6774
2002-11-01,2002,6052
2002-12-01,2002,6341
2002-01-01,2002,6394
2002-02-01,2002,6028
2002-03-01,2002,6737
2002-04-01,2002,6731
2002-05-01,2002,7161
2002-06-01,2002,6955
2002-07-01,2002,7230
2002-08-01,2002,7254
2002-09-01,2002,6988
2002-10-01,2002,6774
2002-11-01,2002,6052
2002-12-01,2002,6341
2002-01-01,2002,6394
2002-02-01,2002,6028
2002-03-01,2002,6737
2002-04-01,2002,6731
2002-05-01,2002,7161
2002-06-01,2002,6955
2002-07-01,2002,7230
2002-08-01,2002,7254
2002-09-01,2002,6988
2002-10-01,2002,6774
2002-11-01,2002,6052
2002-12-01,2002,6341
2002-01-01,2002,6394
2002-02-01,2002,6028
2002-03-01,2002,6737
2002-04-01,2002,6731
2002-05-01,2002,7161
2002-06-01,2002,6955
2002-07-01,2002,7230
2002-08-01,2002,7254
2002-09-01,2002,6988
2002-10-01,2002,6774
2002-11-01,2002,6052
2002-12-01,2002,6341
2002-01-01,2002,6394
2002-02-01,2002,6028
2002-03-01,2002,6737
2002-04-01,2002,6731
2002-05-01,2002,7161
2002-06-01,2002,6955
2002-07-01,2002,7230
2002-08-01,2002,7254
2002-09-01,2002,6988
2002-10-01,2002,6774
2002-11-01,2002,6052
2002-12-01,2002,6341
2002-01-01,2002,6394
2002-02-01,2002,6028
2002-03-01,2002,6737
2002-04-01,2002,6731
2002-05-01,2002,7161
2002-06-01,2002,6955
2002-07-01,2002,7230
2002-08-01,2002,7254
2002-09-01,2002,6988
2002-10-01,2002,6774
2002-11-01,2002,6052
2002-12-01,2002,6341
2003-01-01,2003,5407
2003-01-01,2003,5407
2003-01-01,2003,5407
2003-01-01,2003,5407
2003-01-01,2003,5407
2003-01-01,2003,5407
2003-01-01,2003,5407
2003-01-01,2003,5407
2003-01-01,2003,5407
2003-01-01,2003,5407
2003-01-01,2003,5407
2003-01-01,2003,5407
2003-02-01,2003,4850
2003-02-01,2003,4850
2003-02-01,2003,4850
2003-02-01,2003,4850
2003-02-01,2003,4850
2003-02-01,2003,4850
2003-02-01,2003,4850
2003-02-01,2003,4850
2003-02-01,2003,4850
2003-02-01,2003,4850
2003-02-01,2003,4850
2003-02-01,2003,4850
2003-03-01,2003,4975
2003-03-01,2003,4975
2003-03-01,2003,4975
2003-03-01,2003,4975
2003-03-01,2003,4975
2003-03-01,2003,4975
2003-03-01,2003,4975
2003-03-01,2003,4975
2003-03-01,2003,4975
2003-03-01,2003,4975
2003-03-01,2003,4975
2003-03-01,2003,4975
2003-04-01,2003,5099
2003-04-01,2003,5099
2003-04-01,2003,5099
2003-04-01,2003,5099
2003-04-01,2003,5099
2003-04-01,2003,5099
2003-04-01,2003,5099
2003-04-01,2003,5099
2003-04-01,2003,5099
2003-04-01,2003,5099
2003-04-01,2003,5099
2003-04-01,2003,5099
2003-05-01,2003,5236
2003-05-01,2003,5236
2003-05-01,2003,5236
2003-05-01,2003,5236
2003-05-01,2003,5236
2003-05-01,2003,5236
2003-05-01,2003,5236
2003-05-01,2003,5236
2003-05-01,2003,5236
2003-05-01,2003,5236
2003-05-01,2003,5236
2003-05-01,2003,5236
2003-06-01,2003,5072
2003-06-01,2003,5072
2003-06-01,2003,5072
2003-06-01,2003,5072
2003-06-01,2003,5072
2003-06-01,2003,5072
2003-06-01,2003,5072
2003-06-01,2003,5072
2003-06-01,2003,5072
2003-06-01,2003,5072
2003-06-01,2003,5072
2003-06-01,2003,5072
2003-07-01,2003,5747
2003-07-01,2003,5747
2003-07-01,2003,5747
2003-07-01,2003,5747
2003-07-01,2003,5747
2003-07-01,2003,5747
2003-07-01,2003,5747
2003-07-01,2003,5747
2003-07-01,2003,5747
2003-07-01,2003,5747
2003-07-01,2003,5747
2003-07-01,2003,5747
2003-08-01,2003,5852
2003-08-01,2003,5852
2003-08-01,2003,5852
2003-08-01,2003,5852
2003-08-01,2003,5852
2003-08-01,2003,5852
2003-08-01,2003,5852
2003-08-01,2003,5852
2003-08-01,2003,5852
2003-08-01,2003,5852
2003-08-01,2003,5852
2003-08-01,2003,5852
2003-09-01,2003,5931
2003-09-01,2003,5931
2003-09-01,2003,5931
2003-09-01,2003,5931
2003-09-01,2003,5931
2003-09-01,2003,5931
2003-09-01,2003,5931
2003-09-01,2003,5931
2003-09-01,2003,5931
2003-09-01,2003,5931
2003-09-01,2003,5931
2003-09-01,2003,5931
2003-10-01,2003,5729
2003-10-01,2003,5729
2003-10-01,2003,5729
2003-10-01,2003,5729
2003-10-01,2003,5729
2003-10-01,2003,5729
2003-10-01,2003,5729
2003-10-01,2003,5729
2003-10-01,2003,5729
2003-10-01,2003,5729
2003-10-01,2003,5729
2003-10-01,2003,5729
2003-11-01,2003,5295
2003-11-01,2003,5295
2003-11-01,2003,5295
2003-11-01,2003,5295
2003-11-01,2003,5295
2003-11-01,2003,5295
2003-11-01,2003,5295
2003-11-01,2003,5295
2003-11-01,2003,5295
2003-11-01,2003,5295
2003-11-01,2003,5295
2003-11-01,2003,5295
2003-12-01,2003,5847
2003-12-01,2003,5847
2003-12-01,2003,5847
2003-12-01,2003,5847
2003-12-01,2003,5847
2003-12-01,2003,5847
2003-12-01,2003,5847
2003-12-01,2003,5847
2003-12-01,2003,5847
2003-12-01,2003,5847
2003-12-01,2003,5847
2003-12-01,2003,5847
2004-01-01,2004,5477
2004-01-01,2004,5477
2004-01-01,2004,5477
2004-01-01,2004,5477
2004-01-01,2004,5477
2004-01-01,2004,5477
2004-01-01,2004,5477
2004-01-01,2004,5477
2004-01-01,2004,5477
2004-01-01,2004,5477
2004-01-01,2004,5477
2004-01-01,2004,5477
2004-02-01,2004,4831
2004-02-01,2004,4831
2004-02-01,2004,4831
2004-02-01,2004,4831
2004-02-01,2004,4831
2004-02-01,2004,4831
2004-02-01,2004,4831
2004-02-01,2004,4831
2004-02-01,2004,4831
2004-02-01,2004,4831
2004-02-01,2004,4831
2004-02-01,2004,4831
2004-03-01,2004,5381
2004-03-01,2004,5381
2004-03-01,2004,5381
2004-03-01,2004,5381
2004-03-01,2004,5381
2004-03-01,2004,5381
2004-03-01,2004,5381
2004-03-01,2004,5381
2004-03-01,2004,5381
2004-03-01,2004,5381
2004-03-01,2004,5381
2004-03-01,2004,5381
2004-04-01,2004,5150
2004-04-01,2004,5150
2004-04-01,2004,5150
2004-04-01,2004,5150
2004-04-01,2004,5150
2004-04-01,2004,5150
2004-04-01,2004,5150
2004-04-01,2004,5150
2004-04-01,2004,5150
2004-04-01,2004,5150
2004-04-01,2004,5150
2004-04-01,2004,5150
2004-05-01,2004,4913
2004-05-01,2004,4913
2004-05-01,2004,4913
2004-05-01,2004,4913
2004-05-01,2004,4913
2004-05-01,2004,4913
2004-05-01,2004,4913
2004-05-01,2004,4913
2004-05-01,2004,4913
2004-05-01,2004,4913
2004-05-01,2004,4913
2004-05-01,2004,4913
2004-06-01,2004,5452
2004-06-01,2004,5452
2004-06-01,2004,5452
2004-06-01,2004,5452
2004-06-01,2004,5452
2004-06-01,2004,5452
2004-06-01,2004,5452
2004-06-01,2004,5452
2004-06-01,2004,5452
2004-06-01,2004,5452
2004-06-01,2004,5452
2004-06-01,2004,5452
2004-07-01,2004,5631
2004-07-01,2004,5631
2004-07-01,2004,5631
2004-07-01,2004,5631
2004-07-01,2004,5631
2004-07-01,2004,5631
2004-07-01,2004,5631
2004-07-01,2004,5631
2004-07-01,2004,5631
2004-07-01,2004,5631
2004-07-01,2004,5631
2004-07-01,2004,5631
2004-08-01,2004,5653
2004-08-01,2004,5653
2004-08-01,2004,5653
2004-08-01,2004,5653
2004-08-01,2004,5653
2004-08-01,2004,5653
2004-08-01,2004,5653
2004-08-01,2004,5653
2004-08-01,2004,5653
2004-08-01,2004,5653
2004-08-01,2004,5653
2004-08-01,2004,5653
2004-09-01,2004,5898
2004-09-01,2004,5898
2004-09-01,2004,5898
2004-09-01,2004,5898
2004-09-01,2004,5898
2004-09-01,2004,5898
2004-09-01,2004,5898
2004-09-01,2004,5898
2004-09-01,2004,5898
2004-09-01,2004,5898
2004-09-01,2004,5898
2004-09-01,2004,5898
2004-10-01,2004,5701
2004-10-01,2004,5701
2004-10-01,2004,5701
2004-10-01,2004,5701
2004-10-01,2004,5701
2004-10-01,2004,5701
2004-10-01,2004,5701
2004-10-01,2004,5701
2004-10-01,2004,5701
2004-10-01,2004,5701
2004-10-01,2004,5701
2004-10-01,2004,5701
2004-11-01,2004,5536
2004-11-01,2004,5536
2004-11-01,2004,5536
2004-11-01,2004,5536
2004-11-01,2004,5536
2004-11-01,2004,5536
2004-11-01,2004,5536
2004-11-01,2004,5536
2004-11-01,2004,5536
2004-11-01,2004,5536
2004-11-01,2004,5536
2004-11-01,2004,5536
2004-12-01,2004,5746
2004-12-01,2004,5746
2004-12-01,2004,5746
2004-12-01,2004,5746
2004-12-01,2004,5746
2004-12-01,2004,5746
2004-12-01,2004,5746
2004-12-01,2004,5746
2004-12-01,2004,5746
2004-12-01,2004,5746
2004-12-01,2004,5746
2004-12-01,2004,5746
2005-01-01,2005,5361
2005-01-01,2005,5361
2005-01-01,2005,5361
2005-01-01,2005,5361
2005-01-01,2005,5361
2005-01-01,2005,5361
2005-01-01,2005,5361
2005-01-01,2005,5361
2005-01-01,2005,5361
2005-01-01,2005,5361
2005-01-01,2005,5361
2005-01-01,2005,5361
2005-02-01,2005,4866
2005-02-01,2005,4866
2005-02-01,2005,4866
2005-02-01,2005,4866
2005-02-01,2005,4866
2005-02-01,2005,4866
2005-02-01,2005,4866
2005-02-01,2005,4866
2005-02-01,2005,4866
2005-02-01,2005,4866
2005-02-01,2005,4866
2005-02-01,2005,4866
2005-03-01,2005,5385
2005-03-01,2005,5385
2005-03-01,2005,5385
2005-03-01,2005,5385
2005-03-01,2005,5385
2005-03-01,2005,5385
2005-03-01,2005,5385
2005-03-01,2005,5385
2005-03-01,2005,5385
2005-03-01,2005,5385
2005-03-01,2005,5385
2005-03-01,2005,5385
2005-04-01,2005,4892
2005-04-01,2005,4892
2005-04-01,2005,4892
2005-04-01,2005,4892
2005-04-01,2005,4892
2005-04-01,2005,4892
2005-04-01,2005,4892
2005-04-01,2005,4892
2005-04-01,2005,4892
2005-04-01,2005,4892
2005-04-01,2005,4892
2005-04-01,2005,4892
2005-05-01,2005,5200
2005-05-01,2005,5200
2005-05-01,2005,5200
2005-05-01,2005,5200
2005-05-01,2005,5200
2005-05-01,2005,5200
2005-05-01,2005,5200
2005-05-01,2005,5200
2005-05-01,2005,5200
2005-05-01,2005,5200
2005-05-01,2005,5200
2005-05-01,2005,5200
2005-06-01,2005,5399
2005-06-01,2005,5399
2005-06-01,2005,5399
2005-06-01,2005,5399
2005-06-01,2005,5399
2005-06-01,2005,5399
2005-06-01,2005,5399
2005-06-01,2005,5399
2005-06-01,2005,5399
2005-06-01,2005,5399
2005-06-01,2005,5399
2005-06-01,2005,5399
2005-07-01,2005,5109
2005-07-01,2005,5109
2005-07-01,2005,5109
2005-07-01,2005,5109
2005-07-01,2005,5109
2005-07-01,2005,5109
2005-07-01,2005,5109
2005-07-01,2005,5109
2005-07-01,2005,5109
2005-07-01,2005,5109
2005-07-01,2005,5109
2005-07-01,2005,5109
2005-08-01,2005,5242
2005-08-01,2005,5242
2005-08-01,2005,5242
2005-08-01,2005,5242
2005-08-01,2005,5242
2005-08-01,2005,5242
2005-08-01,2005,5242
2005-08-01,2005,5242
2005-08-01,2005,5242
2005-08-01,2005,5242
2005-08-01,2005,5242
2005-08-01,2005,5242
2005-09-01,2005,5186
2005-09-01,2005,5186
2005-09-01,2005,5186
2005-09-01,2005,5186
2005-09-01,2005,5186
2005-09-01,2005,5186
2005-09-01,2005,5186
2005-09-01,2005,5186
2005-09-01,2005,5186
2005-09-01,2005,5186
2005-09-01,2005,5186
2005-09-01,2005,5186
2005-10-01,2005,4766
2005-10-01,2005,4766
2005-10-01,2005,4766
2005-10-01,2005,4766
2005-10-01,2005,4766
2005-10-01,2005,4766
2005-10-01,2005,4766
2005-10-01,2005,4766
2005-10-01,2005,4766
2005-10-01,2005,4766
2005-10-01,2005,4766
2005-10-01,2005,4766
2005-11-01,2005,4680
2005-11-01,2005,4680
2005-11-01,2005,4680
2005-11-01,2005,4680
2005-11-01,2005,4680
2005-11-01,2005,4680
2005-11-01,2005,4680
2005-11-01,2005,4680
2005-11-01,2005,4680
2005-11-01,2005,4680
2005-11-01,2005,4680
2005-11-01,2005,4680
2005-12-01,2005,4851
2005-12-01,2005,4851
2005-12-01,2005,4851
2005-12-01,2005,4851
2005-12-01,2005,4851
2005-12-01,2005,4851
2005-12-01,2005,4851
2005-12-01,2005,4851
2005-12-01,2005,4851
2005-12-01,2005,4851
2005-12-01,2005,4851
2005-12-01,2005,4851
2006-01-01,2006,4936
2006-01-01,2006,4936
2006-01-01,2006,4936
2006-01-01,2006,4936
2006-01-01,2006,4936
2006-01-01,2006,4936
2006-01-01,2006,4936
2006-01-01,2006,4936
2006-01-01,2006,4936
2006-01-01,2006,4936
2006-01-01,2006,4936
2006-01-01,2006,4936
2006-02-01,2006,4442
2006-02-01,2006,4442
2006-02-01,2006,4442
2006-02-01,2006,4442
2006-02-01,2006,4442
2006-02-01,2006,4442
2006-02-01,2006,4442
2006-02-01,2006,4442
2006-02-01,2006,4442
2006-02-01,2006,4442
2006-02-01,2006,4442
2006-02-01,2006,4442
2006-03-01,2006,5039
2006-03-01,2006,5039
2006-03-01,2006,5039
2006-03-01,2006,5039
2006-03-01,2006,5039
2006-03-01,2006,5039
2006-03-01,2006,5039
2006-03-01,2006,5039
2006-03-01,2006,5039
2006-03-01,2006,5039
2006-03-01,2006,5039
2006-03-01,2006,5039
2006-04-01,2006,4456
2006-04-01,2006,4456
2006-04-01,2006,4456
2006-04-01,2006,4456
2006-04-01,2006,4456
2006-04-01,2006,4456
2006-04-01,2006,4456
2006-04-01,2006,4456
2006-04-01,2006,4456
2006-04-01,2006,4456
2006-04-01,2006,4456
2006-04-01,2006,4456
2006-05-01,2006,4821
2006-05-01,2006,4821
2006-05-01,2006,4821
2006-05-01,2006,4821
2006-05-01,2006,4821
2006-05-01,2006,4821
2006-05-01,2006,4821
2006-05-01,2006,4821
2006-05-01,2006,4821
2006-05-01,2006,4821
2006-05-01,2006,4821
2006-05-01,2006,4821
2006-06-01,2006,5128
2006-06-01,2006,5128
2006-06-01,2006,5128
2006-06-01,2006,5128
2006-06-01,2006,5128
2006-06-01,2006,5128
2006-06-01,2006,5128
2006-06-01,2006,5128
2006-06-01,2006,5128
2006-06-01,2006,5128
2006-06-01,2006,5128
2006-06-01,2006,5128
2006-07-01,2006,5496
2006-07-01,2006,5496
2006-07-01,2006,5496
2006-07-01,2006,5496
2006-07-01,2006,5496
2006-07-01,2006,5496
2006-07-01,2006,5496
2006-07-01,2006,5496
2006-07-01,2006,5496
2006-07-01,2006,5496
2006-07-01,2006,5496
2006-07-01,2006,5496
2006-08-01,2006,6125
2006-08-01,2006,6125
2006-08-01,2006,6125
2006-08-01,2006,6125
2006-08-01,2006,6125
2006-08-01,2006,6125
2006-08-01,2006,6125
2006-08-01,2006,6125
2006-08-01,2006,6125
2006-08-01,2006,6125
2006-08-01,2006,6125
2006-08-01,2006,6125
2006-09-01,2006,5878
2006-09-01,2006,5878
2006-09-01,2006,5878
2006-09-01,2006,5878
2006-09-01,2006,5878
2006-09-01,2006,5878
2006-09-01,2006,5878
2006-09-01,2006,5878
2006-09-01,2006,5878
2006-09-01,2006,5878
2006-09-01,2006,5878
2006-09-01,2006,5878
2006-10-01,2006,5769
2006-10-01,2006,5769
2006-10-01,2006,5769
2006-10-01,2006,5769
2006-10-01,2006,5769
2006-10-01,2006,5769
2006-10-01,2006,5769
2006-10-01,2006,5769
2006-10-01,2006,5769
2006-10-01,2006,5769
2006-10-01,2006,5769
2006-10-01,2006,5769
2006-11-01,2006,5664
2006-11-01,2006,5664
2006-11-01,2006,5664
2006-11-01,2006,5664
2006-11-01,2006,5664
2006-11-01,2006,5664
2006-11-01,2006,5664
2006-11-01,2006,5664
2006-11-01,2006,5664
2006-11-01,2006,5664
2006-11-01,2006,5664
2006-11-01,2006,5664
