Month,Year,LA_Births
2006-12-01,2006,5622
2006-12-01,2006,5622
2006-12-01,2006,5622
2006-12-01,2006,5622
2006-12-01,2006,5622
2006-12-01,2006,5622
2006-12-01,2006,5622
2006-12-01,2006,5622
2006-12-01,2006,5622
2006-12-01,2006,5622
2006-12-01,2006,5622
2006-12-01,2006,5622
2007-01-01,2007,5632
2007-01-01,2007,5632
2007-01-01,2007,5632
2007-01-01,2007,5632
2007-01-01,2007,5632
2007-01-01,2007,5632
2007-01-01,2007,5632
2007-01-01,2007,5632
2007-01-01,2007,5632
2007-01-01,2007,5632
2007-01-01,2007,5632
2007-01-01,2007,5632
2007-02-01,2007,5008
2007-02-01,2007,5008
2007-02-01,2007,5008
2007-02-01,2007,5008
2007-02-01,2007,5008
2007-02-01,2007,5008
2007-02-01,2007,5008
2007-02-01,2007,5008
2007-02-01,2007,5008
2007-02-01,2007,5008
2007-02-01,2007,5008
2007-02-01,2007,5008
2007-03-01,2007,5399
2007-03-01,2007,5399
2007-03-01,2007,5399
2007-03-01,2007,5399
2007-03-01,2007,5399
2007-03-01,2007,5399
2007-03-01,2007,5399
2007-03-01,2007,5399
2007-03-01,2007,5399
2007-03-01,2007,5399
2007-03-01,2007,5399
2007-03-01,2007,5399
2007-04-01,2007,4957
2007-04-01,2007,4957
2007-04-01,2007,4957
2007-04-01,2007,4957
2007-04-01,2007,4957
2007-04-01,2007,4957
2007-04-01,2007,4957
2007-04-01,2007,4957
2007-04-01,2007,4957
2007-04-01,2007,4957
2007-04-01,2007,4957
2007-04-01,2007,4957
2007-05-01,2007,5228
2007-05-01,2007,5228
2007-05-01,2007,5228
2007-05-01,2007,5228
2007-05-01,2007,5228
2007-05-01,2007,5228
2007-05-01,2007,5228
2007-05-01,2007,5228
2007-05-01,2007,5228
2007-05-01,2007,5228
2007-05-01,2007,5228
2007-05-01,2007,5228
2007-06-01,2007,5301
2007-06-01,2007,5301
2007-06-01,2007,5301
2007-06-01,2007,5301
2007-06-01,2007,5301
2007-06-01,2007,5301
2007-06-01,2007,5301
2007-06-01,2007,5301
2007-06-01,2007,5301
2007-06-01,2007,5301
2007-06-01,2007,5301
2007-06-01,2007,5301
2007-07-01,2007,5707
2007-07-01,2007,5707
2007-07-01,2007,5707
2007-07-01,2007,5707
2007-07-01,2007,5707
2007-07-01,2007,5707
2007-07-01,2007,5707
2007-07-01,2007,5707
2007-07-01,2007,5707
2007-07-01,2007,5707
2007-07-01,2007,5707
2007-07-01,2007,5707
2007-08-01,2007,6147
2007-08-01,2007,6147
2007-08-01,2007,6147
2007-08-01,2007,6147
2007-08-01,2007,6147
2007-08-01,2007,6147
2007-08-01,2007,6147
2007-08-01,2007,6147
2007-08-01,2007,6147
2007-08-01,2007,6147
2007-08-01,2007,6147
2007-08-01,2007,6147
2007-09-01,2007,5725
2007-09-01,2007,5725
2007-09-01,2007,5725
2007-09-01,2007,5725
2007-09-01,2007,5725
2007-09-01,2007,5725
2007-09-01,2007,5725
2007-09-01,2007,5725
2007-09-01,2007,5725
2007-09-01,2007,5725
2007-09-01,2007,5725
2007-09-01,2007,5725
2007-10-01,2007,5812
2007-10-01,2007,5812
2007-10-01,2007,5812
2007-10-01,2007,5812
2007-10-01,2007,5812
2007-10-01,2007,5812
2007-10-01,2007,5812
2007-10-01,2007,5812
2007-10-01,2007,5812
2007-10-01,2007,5812
2007-10-01,2007,5812
2007-10-01,2007,5812
2007-11-01,2007,5703
2007-11-01,2007,5703
2007-11-01,2007,5703
2007-11-01,2007,5703
2007-11-01,2007,5703
2007-11-01,2007,5703
2007-11-01,2007,5703
2007-11-01,2007,5703
2007-11-01,2007,5703
2007-11-01,2007,5703
2007-11-01,2007,5703
2007-11-01,2007,5703
2007-12-01,2007,5682
2007-12-01,2007,5682
2007-12-01,2007,5682
2007-12-01,2007,5682
2007-12-01,2007,5682
2007-12-01,2007,5682
2007-12-01,2007,5682
2007-12-01,2007,5682
2007-12-01,2007,5682
2007-12-01,2007,5682
2007-12-01,2007,5682
2007-12-01,2007,5682
2008-01-01,2008,5810
2008-01-01,2008,5810
2008-01-01,2008,5810
2008-01-01,2008,5810
2008-01-01,2008,5810
2008-01-01,2008,5810
2008-01-01,2008,5810
2008-01-01,2008,5810
2008-01-01,2008,5810
2008-01-01,2008,5810
2008-01-01,2008,5810
2008-01-01,2008,5810
2008-02-01,2008,5077
2008-02-01,2008,5077
2008-02-01,2008,5077
2008-02-01,2008,5077
2008-02-01,2008,5077
2008-02-01,2008,5077
2008-02-01,2008,5077
2008-02-01,2008,5077
2008-02-01,2008,5077
2008-02-01,2008,5077
2008-02-01,2008,5077
2008-02-01,2008,5077
2008-03-01,2008,5269
2008-03-01,2008,5269
2008-03-01,2008,5269
2008-03-01,2008,5269
2008-03-01,2008,5269
2008-03-01,2008,5269
2008-03-01,2008,5269
2008-03-01,2008,5269
2008-03-01,2008,5269
2008-03-01,2008,5269
2008-03-01,2008,5269
2008-03-01,2008,5269
2008-04-01,2008,5115
2008-04-01,2008,5115
2008-04-01,2008,5115
2008-04-01,2008,5115
2008-04-01,2008,5115
2008-04-01,2008,5115
2008-04-01,2008,5115
2008-04-01,2008,5115
2008-04-01,2008,5115
2008-04-01,2008,5115
2008-04-01,2008,5115
2008-04-01,2008,5115
2008-05-01,2008,4993
2008-05-01,2008,4993
2008-05-01,2008,4993
2008-05-01,2008,4993
2008-05-01,2008,4993
2008-05-01,2008,4993
2008-05-01,2008,4993
2008-05-01,2008,4993
2008-05-01,2008,4993
2008-05-01,2008,4993
2008-05-01,2008,4993
2008-05-01,2008,4993
2008-06-01,2008,5051
2008-06-01,2008,5051
2008-06-01,2008,5051
2008-06-01,2008,5051
2008-06-01,2008,5051
2008-06-01,2008,5051
2008-06-01,2008,5051
2008-06-01,2008,5051
2008-06-01,2008,5051
2008-06-01,2008,5051
2008-06-01,2008,5051
2008-06-01,2008,5051
2008-07-01,2008,5863
2008-07-01,2008,5863
2008-07-01,2008,5863
2008-07-01,2008,5863
2008-07-01,2008,5863
2008-07-01,2008,5863
2008-07-01,2008,5863
2008-07-01,2008,5863
2008-07-01,2008,5863
2008-07-01,2008,5863
2008-07-01,2008,5863
2008-07-01,2008,5863
2008-08-01,2008,5683
2008-08-01,2008,5683
2008-08-01,2008,5683
2008-08-01,2008,5683
2008-08-01,2008,5683
2008-08-01,2008,5683
2008-08-01,2008,5683
2008-08-01,2008,5683
2008-08-01,2008,5683
2008-08-01,2008,5683
2008-08-01,2008,5683
2008-08-01,2008,5683
2008-09-01,2008,5828
2008-09-01,2008,5828
2008-09-01,2008,5828
2008-09-01,2008,5828
2008-09-01,2008,5828
2008-09-01,2008,5828
2008-09-01,2008,5828
2008-09-01,2008,5828
2008-09-01,2008,5828
2008-09-01,2008,5828
2008-09-01,2008,5828
2008-09-01,2008,5828
2008-10-01,2008,5580
2008-10-01,2008,5580
2008-10-01,2008,5580
2008-10-01,2008,5580
2008-10-01,2008,5580
2008-10-01,2008,5580
2008-10-01,2008,5580
2008-10-01,2008,5580
2008-10-01,2008,5580
2008-10-01,2008,5580
2008-10-01,2008,5580
2008-10-01,2008,5580
2008-11-01,2008,5173
2008-11-01,2008,5173
2008-11-01,2008,5173
2008-11-01,2008,5173
2008-11-01,2008,5173
2008-11-01,2008,5173
2008-11-01,2008,5173
2008-11-01,2008,5173
2008-11-01,2008,5173
2008-11-01,2008,5173
2008-11-01,2008,5173
2008-11-01,2008,5173
2008-12-01,2008,5826
2008-12-01,2008,5826
2008-12-01,2008,5826
2008-12-01,2008,5826
2008-12-01,2008,5826
2008-12-01,2008,5826
2008-12-01,2008,5826
2008-12-01,2008,5826
2008-12-01,2008,5826
2008-12-01,2008,5826
2008-12-01,2008,5826
2008-12-01,2008,5826
2009-01-01,2009,5437
2009-01-01,2009,5437
2009-01-01,2009,5437
2009-01-01,2009,5437
2009-01-01,2009,5437
2009-01-01,2009,5437
2009-01-01,2009,5437
2009-01-01,2009,5437
2009-01-01,2009,5437
2009-01-01,2009,5437
2009-01-01,2009,5437
2009-01-01,2009,5437
2009-02-01,2009,4840
2009-02-01,2009,4840
2009-02-01,2009,4840
2009-02-01,2009,4840
2009-02-01,2009,4840
2009-02-01,2009,4840
2009-02-01,2009,4840
2009-02-01,2009,4840
2009-02-01,2009,4840
2009-02-01,2009,4840
2009-02-01,2009,4840
2009-02-01,2009,4840
2009-03-01,2009,5213
2009-03-01,2009,5213
2009-03-01,2009,5213
2009-03-01,2009,5213
2009-03-01,2009,5213
2009-03-01,2009,5213
2009-03-01,2009,5213
2009-03-01,2009,5213
2009-03-01,2009,5213
2009-03-01,2009,5213
2009-03-01,2009,5213
2009-03-01,2009,5213
2009-04-01,2009,5062
2009-04-01,2009,5062
2009-04-01,2009,5062
2009-04-01,2009,5062
2009-04-01,2009,5062
2009-04-01,2009,5062
2009-04-01,2009,5062
2009-04-01,2009,5062
2009-04-01,2009,5062
2009-04-01,2009,5062
2009-04-01,2009,5062
2009-04-01,2009,5062
2009-05-01,2009,4995
2009-05-01,2009,4995
2009-05-01,2009,4995
2009-05-01,2009,4995
2009-05-01,2009,4995
2009-05-01,2009,4995
2009-05-01,2009,4995
2009-05-01,2009,4995
2009-05-01,2009,4995
2009-05-01,2009,4995
2009-05-01,2009,4995
2009-05-01,2009,4995
2009-06-01,2009,5405
2009-06-01,2009,5405
2009-06-01,2009,5405
2009-06-01,2009,5405
2009-06-01,2009,5405
2009-06-01,2009,5405
2009-06-01,2009,5405
2009-06-01,2009,5405
2009-06-01,2009,5405
2009-06-01,2009,5405
2009-06-01,2009,5405
2009-06-01,2009,5405
2009-07-01,2009,5795
2009-07-01,2009,5795
2009-07-01,2009,5795
2009-07-01,2009,5795
2009-07-01,2009,5795
2009-07-01,2009,5795
2009-07-01,2009,5795
2009-07-01,2009,5795
2009-07-01,2009,5795
2009-07-01,2009,5795
2009-07-01,2009,5795
2009-07-01,2009,5795
2009-08-01,2009,5813
2009-08-01,2009,5813
2009-08-01,2009,5813
2009-08-01,2009,5813
2009-08-01,2009,5813
2009-08-01,2009,5813
2009-08-01,2009,5813
2009-08-01,2009,5813
2009-08-01,2009,5813
2009-08-01,2009,5813
2009-08-01,2009,5813
2009-08-01,2009,5813
2009-09-01,2009,5918
2009-09-01,2009,5918
2009-09-01,2009,5918
2009-09-01,2009,5918
2009-09-01,2009,5918
2009-09-01,2009,5918
2009-09-01,2009,5918
2009-09-01,2009,5918
2009-09-01,2009,5918
2009-09-01,2009,5918
2009-09-01,2009,5918
2009-09-01,2009,5918
2009-10-01,2009,5576
2009-10-01,2009,5576
2009-10-01,2009,5576
2009-10-01,2009,5576
2009-10-01,2009,5576
2009-10-01,2009,5576
2009-10-01,2009,5576
2009-10-01,2009,5576
2009-10-01,2009,5576
2009-10-01,2009,5576
2009-10-01,2009,5576
2009-10-01,2009,5576
2009-11-01,2009,5236
2009-11-01,2009,5236
2009-11-01,2009,5236
2009-11-01,2009,5236
2009-11-01,2009,5236
2009-11-01,2009,5236
2009-11-01,2009,5236
2009-11-01,2009,5236
2009-11-01,2009,5236
2009-11-01,2009,5236
2009-11-01,2009,5236
2009-11-01,2009,5236
2009-12-01,2009,5683
2009-12-01,2009,5683
2009-12-01,2009,5683
2009-12-01,2009,5683
2009-12-01,2009,5683
2009-12-01,2009,5683
2009-12-01,2009,5683
2009-12-01,2009,5683
2009-12-01,2009,5683
2009-12-01,2009,5683
2009-12-01,2009,5683
2009-12-01,2009,5683
2010-01-01,2010,5046
2010-01-01,2010,5046
2010-01-01,2010,5046
2010-01-01,2010,5046
2010-01-01,2010,5046
2010-01-01,2010,5046
2010-01-01,2010,5046
2010-01-01,2010,5046
2010-01-01,2010,5046
2010-01-01,2010,5046
2010-01-01,2010,5046
2010-01-01,2010,5046
2010-02-01,2010,4655
2010-02-01,2010,4655
2010-02-01,2010,4655
2010-02-01,2010,4655
2010-02-01,2010,4655
2010-02-01,2010,4655
2010-02-01,2010,4655
2010-02-01,2010,4655
2010-02-01,2010,4655
2010-02-01,2010,4655
2010-02-01,2010,4655
2010-02-01,2010,4655
2010-03-01,2010,5193
2010-03-01,2010,5193
2010-03-01,2010,5193
2010-03-01,2010,5193
2010-03-01,2010,5193
2010-03-01,2010,5193
2010-03-01,2010,5193
2010-03-01,2010,5193
2010-03-01,2010,5193
2010-03-01,2010,5193
2010-03-01,2010,5193
2010-03-01,2010,5193
2010-04-01,2010,4711
2010-04-01,2010,4711
2010-04-01,2010,4711
2010-04-01,2010,4711
2010-04-01,2010,4711
2010-04-01,2010,4711
2010-04-01,2010,4711
2010-04-01,2010,4711
2010-04-01,2010,4711
2010-04-01,2010,4711
2010-04-01,2010,4711
2010-04-01,2010,4711
2010-05-01,2010,4745
2010-05-01,2010,4745
2010-05-01,2010,4745
2010-05-01,2010,4745
2010-05-01,2010,4745
2010-05-01,2010,4745
2010-05-01,2010,4745
2010-05-01,2010,4745
2010-05-01,2010,4745
2010-05-01,2010,4745
2010-05-01,2010,4745
2010-05-01,2010,4745
2010-06-01,2010,5120
2010-06-01,2010,5120
2010-06-01,2010,5120
2010-06-01,2010,5120
2010-06-01,2010,5120
2010-06-01,2010,5120
2010-06-01,2010,5120
2010-06-01,2010,5120
2010-06-01,2010,5120
2010-06-01,2010,5120
2010-06-01,2010,5120
2010-06-01,2010,5120
2010-07-01,2010,5358
2010-07-01,2010,5358
2010-07-01,2010,5358
2010-07-01,2010,5358
2010-07-01,2010,5358
2010-07-01,2010,5358
2010-07-01,2010,5358
2010-07-01,2010,5358
2010-07-01,2010,5358
2010-07-01,2010,5358
2010-07-01,2010,5358
2010-07-01,2010,5358
2010-08-01,2010,5540
2010-08-01,2010,5540
2010-08-01,2010,5540
2010-08-01,2010,5540
2010-08-01,2010,5540
2010-08-01,2010,5540
2010-08-01,2010,5540
2010-08-01,2010,5540
2010-08-01,2010,5540
2010-08-01,2010,5540
2010-08-01,2010,5540
2010-08-01,2010,5540
2010-09-01,2010,5706
2010-09-01,2010,5706
2010-09-01,2010,5706
2010-09-01,2010,5706
2010-09-01,2010,5706
2010-09-01,2010,5706
2010-09-01,2010,5706
2010-09-01,2010,5706
2010-09-01,2010,5706
2010-09-01,2010,5706
2010-09-01,2010,5706
2010-09-01,2010,5706
2010-10-01,2010,5352
2010-10-01,2010,5352
2010-10-01,2010,5352
2010-10-01,2010,5352
2010-10-01,2010,5352
2010-10-01,2010,5352
2010-10-01,2010,5352
2010-10-01,2010,5352
2010-10-01,2010,5352
2010-10-01,2010,5352
2010-10-01,2010,5352
2010-10-01,2010,5352
2010-11-01,2010,5303
2010-11-01,2010,5303
2010-11-01,2010,5303
2010-11-01,2010,5303
2010-11-01,2010,5303
2010-11-01,2010,5303
2010-11-01,2010,5303
2010-11-01,2010,5303
2010-11-01,2010,5303
2010-11-01,2010,5303
2010-11-01,2010,5303
2010-11-01,2010,5303
2010-12-01,2010,5650
2010-12-01,2010,5650
2010-12-01,2010,5650
2010-12-01,2010,5650
2010-12-01,2010,5650
2010-12-01,2010,5650
2010-12-01,2010,5650
2010-12-01,2010,5650
2010-12-01,2010,5650
2010-12-01,2010,5650
2010-12-01,2010,5650
2010-12-01,2010,5650
2011-01-01,2011,5030
2011-01-01,2011,5030
2011-01-01,2011,5030
2011-01-01,2011,5030
2011-01-01,2011,5030
2011-01-01,2011,5030
2011-01-01,2011,5030
2011-01-01,2011,5030
2011-01-01,2011,5030
2011-01-01,2011,5030
2011-01-01,2011,5030
2011-01-01,2011,5030
2011-02-01,2011,4726
2011-02-01,2011,4726
2011-02-01,2011,4726
2011-02-01,2011,4726
2011-02-01,2011,4726
2011-02-01,2011,4726
2011-02-01,2011,4726
2011-02-01,2011,4726
2011-02-01,2011,4726
2011-02-01,2011,4726
2011-02-01,2011,4726
2011-02-01,2011,4726
2011-03-01,2011,5044
2011-03-01,2011,5044
2011-03-01,2011,5044
2011-03-01,2011,5044
2011-03-01,2011,5044
2011-03-01,2011,5044
2011-03-01,2011,5044
2011-03-01,2011,5044
2011-03-01,2011,5044
2011-03-01,2011,5044
2011-03-01,2011,5044
2011-03-01,2011,5044
2011-04-01,2011,4641
2011-04-01,2011,4641
2011-04-01,2011,4641
2011-04-01,2011,4641
2011-04-01,2011,4641
2011-04-01,2011,4641
2011-04-01,2011,4641
2011-04-01,2011,4641
2011-04-01,2011,4641
2011-04-01,2011,4641
2011-04-01,2011,4641
2011-04-01,2011,4641
2011-05-01,2011,4878
2011-05-01,2011,4878
2011-05-01,2011,4878
2011-05-01,2011,4878
2011-05-01,2011,4878
2011-05-01,2011,4878
2011-05-01,2011,4878
2011-05-01,2011,4878
2011-05-01,2011,4878
2011-05-01,2011,4878
2011-05-01,2011,4878
2011-05-01,2011,4878
2011-06-01,2011,5058
2011-06-01,2011,5058
2011-06-01,2011,5058
2011-06-01,2011,5058
2011-06-01,2011,5058
2011-06-01,2011,5058
2011-06-01,2011,5058
2011-06-01,2011,5058
2011-06-01,2011,5058
2011-06-01,2011,5058
2011-06-01,2011,5058
2011-06-01,2011,5058
2011-07-01,2011,5381
2011-07-01,2011,5381
2011-07-01,2011,5381
2011-07-01,2011,5381
2011-07-01,2011,5381
2011-07-01,2011,5381
2011-07-01,2011,5381
2011-07-01,2011,5381
2011-07-01,2011,5381
2011-07-01,2011,5381
2011-07-01,2011,5381
2011-07-01,2011,5381
2011-08-01,2011,5774
2011-08-01,2011,5774
2011-08-01,2011,5774
2011-08-01,2011,5774
2011-08-01,2011,5774
2011-08-01,2011,5774
2011-08-01,2011,5774
2011-08-01,2011,5774
2011-08-01,2011,5774
2011-08-01,2011,5774
2011-08-01,2011,5774
2011-08-01,2011,5774
2011-09-01,2011,5517
2011-09-01,2011,5517
2011-09-01,2011,5517
2011-09-01,2011,5517
2011-09-01,2011,5517
2011-09-01,2011,5517
2011-09-01,2011,5517
2011-09-01,2011,5517
2011-09-01,2011,5517
2011-09-01,2011,5517
2011-09-01,2011,5517
2011-09-01,2011,5517
2011-10-01,2011,5291
2011-10-01,2011,5291
2011-10-01,2011,5291
2011-10-01,2011,5291
2011-10-01,2011,5291
2011-10-01,2011,5291
2011-10-01,2011,5291
2011-10-01,2011,5291
2011-10-01,2011,5291
2011-10-01,2011,5291
2011-10-01,2011,5291
2011-10-01,2011,5291
2011-11-01,2011,5271
2011-11-01,2011,5271
2011-11-01,2011,5271
2011-11-01,2011,5271
2011-11-01,2011,5271
2011-11-01,2011,5271
2011-11-01,2011,5271
2011-11-01,2011,5271
2011-11-01,2011,5271
2011-11-01,2011,5271
2011-11-01,2011,5271
2011-11-01,2011,5271
2011-12-01,2011,5277
2011-12-01,2011,5277
2011-12-01,2011,5277
2011-12-01,2011,5277
2011-12-01,2011,5277
2011-12-01,2011,5277
2011-12-01,2011,5277
2011-12-01,2011,5277
2011-12-01,2011,5277
2011-12-01,2011,5277
2011-12-01,2011,5277
2011-12-01,2011,5277
2012-01-01,2012,5128
2012-01-01,2012,5128
2012-01-01,2012,5128
2012-01-01,2012,5128
2012-01-01,2012,5128
2012-01-01,2012,5128
2012-01-01,2012,5128
2012-01-01,2012,5128
2012-01-01,2012,5128
2012-01-01,2012,5128
2012-01-01,2012,5128
2012-01-01,2012,5128
2012-02-01,2012,4970
2012-02-01,2012,4970
2012-02-01,2012,4970
2012-02-01,2012,4970
2012-02-01,2012,4970
2012-02-01,2012,4970
2012-02-01,2012,4970
2012-02-01,2012,4970
2012-02-01,2012,4970
2012-02-01,2012,4970
2012-02-01,2012,4970
2012-02-01,2012,4970
2012-03-01,2012,5034
2012-03-01,2012,5034
2012-03-01,2012,5034
2012-03-01,2012,5034
2012-03-01,2012,5034
2012-03-01,2012,5034
2012-03-01,2012,5034
2012-03-01,2012,5034
2012-03-01,2012,5034
2012-03-01,2012,5034
2012-03-01,2012,5034
2012-03-01,2012,5034
2012-04-01,2012,4634
2012-04-01,2012,4634
2012-04-01,2012,4634
2012-04-01,2012,4634
2012-04-01,2012,4634
2012-04-01,2012,4634
2012-04-01,2012,4634
2012-04-01,2012,4634
2012-04-01,2012,4634
2012-04-01,2012,4634
2012-04-01,2012,4634
2012-04-01,2012,4634
2012-05-01,2012,4993
2012-05-01,2012,4993
2012-05-01,2012,4993
2012-05-01,2012,4993
2012-05-01,2012,4993
2012-05-01,2012,4993
2012-05-01,2012,4993
2012-05-01,2012,4993
2012-05-01,2012,4993
2012-05-01,2012,4993
2012-05-01,2012,4993
2012-05-01,2012,4993
2012-06-01,2012,5002
2012-06-01,2012,5002
2012-06-01,2012,5002
2012-06-01,2012,5002
2012-06-01,2012,5002
2012-06-01,2012,5002
2012-06-01,2012,5002
2012-06-01,2012,5002
2012-06-01,2012,5002
2012-06-01,2012,5002
2012-06-01,2012,5002
2012-06-01,2012,5002
2012-07-01,2012,5596
2012-07-01,2012,5596
2012-07-01,2012,5596
2012-07-01,2012,5596
2012-07-01,2012,5596
2012-07-01,2012,5596
2012-07-01,2012,5596
2012-07-01,2012,5596
2012-07-01,2012,5596
2012-07-01,2012,5596
2012-07-01,2012,5596
2012-07-01,2012,5596
2012-08-01,2012,5719
2012-08-01,2012,5719
2012-08-01,2012,5719
2012-08-01,2012,5719
2012-08-01,2012,5719
2012-08-01,2012,5719
2012-08-01,2012,5719
2012-08-01,2012,5719
2012-08-01,2012,5719
2012-08-01,2012,5719
2012-08-01,2012,5719
2012-08-01,2012,5719
2012-09-01,2012,5505
2012-09-01,2012,5505
2012-09-01,2012,5505
2012-09-01,2012,5505
2012-09-01,2012,5505
2012-09-01,2012,5505
2012-09-01,2012,5505
2012-09-01,2012,5505
2012-09-01,2012,5505
2012-09-01,2012,5505
2012-09-01,2012,5505
2012-09-01,2012,5505
2012-10-01,2012,5572
2012-10-01,2012,5572
2012-10-01,2012,5572
2012-10-01,2012,5572
2012-10-01,2012,5572
2012-10-01,2012,5572
2012-10-01,2012,5572
2012-10-01,2012,5572
2012-10-01,2012,5572
2012-10-01,2012,5572
2012-10-01,2012,5572
2012-10-01,2012,5572
2012-11-01,2012,5172
2012-11-01,2012,5172
2012-11-01,2012,5172
2012-11-01,2012,5172
2012-11-01,2012,5172
2012-11-01,2012,5172
2012-11-01,2012,5172
2012-11-01,2012,5172
2012-11-01,2012,5172
2012-11-01,2012,5172
2012-11-01,2012,5172
2012-11-01,2012,5172
2012-12-01,2012,5317
2012-12-01,2012,5317
2012-12-01,2012,5317
2012-12-01,2012,5317
2012-12-01,2012,5317
2012-12-01,2012,5317
2012-12-01,2012,5317
2012-12-01,2012,5317
2012-12-01,2012,5317
2012-12-01,2012,5317
2012-12-01,2012,5317
2012-12-01,2012,5317
2013-01-01,2013,5326
2013-01-01,2013,5326
2013-01-01,2013,5326
2013-01-01,2013,5326
2013-01-01,2013,5326
2013-01-01,2013,5326
2013-01-01,2013,5326
2013-01-01,2013,5326
2013-01-01,2013,5326
2013-01-01,2013,5326
2013-01-01,2013,5326
2013-01-01,2013,5326
2013-02-01,2013,4615
2013-02-01,2013,4615
2013-02-01,2013,4615
2013-02-01,2013,4615
2013-02-01,2013,4615
2013-02-01,2013,4615
2013-02-01,2013,4615
2013-02-01,2013,4615
2013-02-01,2013,4615
2013-02-01,2013,4615
2013-02-01,2013,4615
2013-02-01,2013,4615
2013-03-01,2013,4885
2013-03-01,2013,4885
2013-03-01,2013,4885
2013-03-01,2013,4885
2013-03-01,2013,4885
2013-03-01,2013,4885
2013-03-01,2013,4885
2013-03-01,2013,4885
2013-03-01,2013,4885
2013-03-01,2013,4885
2013-03-01,2013,4885
2013-03-01,2013,4885
2013-04-01,2013,4826
2013-04-01,2013,4826
2013-04-01,2013,4826
2013-04-01,2013,4826
2013-04-01,2013,4826
2013-04-01,2013,4826
2013-04-01,2013,4826
2013-04-01,2013,4826
2013-04-01,2013,4826
2013-04-01,2013,4826
2013-04-01,2013,4826
2013-04-01,2013,4826
2013-05-01,2013,5074
2013-05-01,2013,5074
2013-05-01,2013,5074
2013-05-01,2013,5074
2013-05-01,2013,5074
2013-05-01,2013,5074
2013-05-01,2013,5074
2013-05-01,2013,5074
2013-05-01,2013,5074
2013-05-01,2013,5074
2013-05-01,2013,5074
2013-05-01,2013,5074
2013-06-01,2013,4903
2013-06-01,2013,4903
2013-06-01,2013,4903
2013-06-01,2013,4903
2013-06-01,2013,4903
2013-06-01,2013,4903
2013-06-01,2013,4903
2013-06-01,2013,4903
2013-06-01,2013,4903
2013-06-01,2013,4903
2013-06-01,2013,4903
2013-06-01,2013,4903
2013-07-01,2013,5620
2013-07-01,2013,5620
2013-07-01,2013,5620
2013-07-01,2013,5620
2013-07-01,2013,5620
2013-07-01,2013,5620
2013-07-01,2013,5620
2013-07-01,2013,5620
2013-07-01,2013,5620
2013-07-01,2013,5620
2013-07-01,2013,5620
2013-07-01,2013,5620
2013-08-01,2013,5653
2013-08-01,2013,5653
2013-08-01,2013,5653
2013-08-01,2013,5653
2013-08-01,2013,5653
2013-08-01,2013,5653
2013-08-01,2013,5653
2013-08-01,2013,5653
2013-08-01,2013,5653
2013-08-01,2013,5653
2013-08-01,2013,5653
2013-08-01,2013,5653
2013-09-01,2013,5604
2013-09-01,2013,5604
2013-09-01,2013,5604
2013-09-01,2013,5604
2013-09-01,2013,5604
2013-09-01,2013,5604
2013-09-01,2013,5604
2013-09-01,2013,5604
2013-09-01,2013,5604
2013-09-01,2013,5604
2013-09-01,2013,5604
2013-09-01,2013,5604
2013-10-01,2013,5583
2013-10-01,2013,5583
2013-10-01,2013,5583
2013-10-01,2013,5583
2013-10-01,2013,5583
2013-10-01,2013,5583
2013-10-01,2013,5583
2013-10-01,2013,5583
2013-10-01,2013,5583
2013-10-01,2013,5583
2013-10-01,2013,5583
2013-10-01,2013,5583
2013-11-01,2013,5240
2013-11-01,2013,5240
2013-11-01,2013,5240
2013-11-01,2013,5240
2013-11-01,2013,5240
2013-11-01,2013,5240
2013-11-01,2013,5240
2013-11-01,2013,5240
2013-11-01,2013,5240
2013-11-01,2013,5240
2013-11-01,2013,5240
2013-11-01,2013,5240
2013-12-01,2013,5872
2013-12-01,2013,5872
2013-12-01,2013,5872
2013-12-01,2013,5872
2013-12-01,2013,5872
2013-12-01,2013,5872
2013-12-01,2013,5872
2013-12-01,2013,5872
2013-12-01,2013,5872
2013-12-01,2013,5872
2013-12-01,2013,5872
2013-12-01,2013,5872
2014-01-01,2014,5459
2014-01-01,2014,5459
2014-01-01,2014,5459
2014-01-01,2014,5459
2014-01-01,2014,5459
2014-01-01,2014,5459
2014-01-01,2014,5459
2014-01-01,2014,5459
2014-01-01,2014,5459
2014-01-01,2014,5459
2014-01-01,2014,5459
2014-01-01,2014,5459
2014-01-01,2014,5459
2014-01-01,2014,5459
2014-01-01,2014,5459
2014-02-01,2014,4883
2014-02-01,2014,4883
2014-02-01,2014,4883
2014-02-01,2014,4883
2014-02-01,2014,4883
2014-02-01,2014,4883
2014-02-01,2014,4883
2014-02-01,2014,4883
2014-02-01,2014,4883
2014-02-01,2014,4883
2014-02-01,2014,4883
2014-02-01,2014,4883
2014-02-01,2014,4883
2014-02-01,2014,4883
2014-02-01,2014,4883
2014-03-01,2014,5130
2014-03-01,2014,5130
2014-03-01,2014,5130
2014-03-01,2014,5130
2014-03-01,2014,5130
2014-03-01,2014,5130
2014-03-01,2014,5130
2014-03-01,2014,5130
2014-03-01,2014,5130
2014-03-01,2014,5130
2014-03-01,2014,5130
2014-03-01,2014,5130
2014-03-01,2014,5130
2014-03-01,2014,5130
2014-03-01,2014,5130
2014-04-01,2014,5054
2014-04-01,2014,5054
2014-04-01,2014,5054
2014-04-01,2014,5054
2014-04-01,2014,5054
2014-04-01,2014,5054
2014-04-01,2014,5054
2014-04-01,2014,5054
2014-04-01,2014,5054
2014-04-01,2014,5054
2014-04-01,2014,5054
