ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
1997-05-01,94.71868596199032,94.60642037465045,94.88376291412045,94.71868596199032,94.71868596199032,0.025374002275469987,0.025374002275469987,0.025374002275469987,0.025374002275469987,0.025374002275469987,0.025374002275469987,0.0,0.0,0.0,94.74405996426579
1997-06-01,94.76699794651418,94.6573422965653,94.94815437834036,94.76699794651418,94.76699794651418,0.030427067174576317,0.030427067174576317,0.030427067174576317,0.030427067174576317,0.030427067174576317,0.030427067174576317,0.0,0.0,0.0,94.79742501368875
1997-07-01,94.8137514799244,94.69965966556605,94.98741978660105,94.8137514799244,94.8137514799244,0.026061759484831807,0.026061759484831807,0.026061759484831807,0.026061759484831807,0.026061759484831807,0.026061759484831807,0.0,0.0,0.0,94.83981323940924
1997-08-01,94.86206346444828,94.74371711839211,95.03020921513246,94.86206346444828,94.86206346444828,0.03361428790045638,0.03361428790045638,0.03361428790045638,0.03361428790045638,0.03361428790045638,0.03361428790045638,0.0,0.0,0.0,94.89567775234875
1997-09-01,94.91037544897216,94.73616811755096,95.01961479154596,94.91037544897216,94.91037544897216,-0.02946388523296089,-0.02946388523296089,-0.02946388523296089,-0.02946388523296089,-0.02946388523296089,-0.02946388523296089,0.0,0.0,0.0,94.8809115637392
1997-10-01,94.95712898238237,94.80218151601808,95.09644022003675,94.95712898238237,94.95712898238237,-0.008050644109690837,-0.008050644109690837,-0.008050644109690837,-0.008050644109690837,-0.008050644109690837,-0.008050644109690837,0.0,0.0,0.0,94.94907833827268
1997-11-01,95.00544096690624,94.85900769440315,95.14895871287867,95.00544096690624,95.00544096690624,-0.00227920467403228,-0.00227920467403228,-0.00227920467403228,-0.00227920467403228,-0.00227920467403228,-0.00227920467403228,0.0,0.0,0.0,95.0031617622322
1997-12-01,95.05219450784254,94.9133090208966,95.21618882607069,95.05219450784254,95.05219450784254,0.011188471913646223,0.011188471913646223,0.011188471913646223,0.011188471913646223,0.011188471913646223,0.011188471913646223,0.0,0.0,0.0,95.06338297975618
1998-01-01,95.10050650014337,94.99050455813236,95.26174699573745,95.10050650014337,95.10050650014337,0.025100352000029722,0.025100352000029722,0.025100352000029722,0.025100352000029722,0.025100352000029722,0.025100352000029722,0.0,0.0,0.0,95.12560685214339
1998-02-01,95.1488184924442,95.046713435561,95.32029385036003,95.1488184924442,95.1488184924442,0.038873899056964034,0.038873899056964034,0.038873899056964034,0.038873899056964034,0.038873899056964034,0.038873899056964034,0.0,0.0,0.0,95.18769239150117
